year,team,Opponent,Date,goles_local,goles_visitante,qatar
2011,Wales,Switzerland,2011-10-07,2,0,FALSE
2011,Belgium,Kazakhstan,2011-10-07,4,1,FALSE
2011,Uruguay,Bolivia,2011-10-07,4,2,FALSE
2011,St. Lucia,Canada,2011-10-07,0,7,FALSE
2011,Greece,Croatia,2011-10-07,2,0,FALSE
2011,Cyprus,Denmark,2011-10-07,1,4,FALSE
2011,England,Wales,2011-09-06,1,0,FALSE
2011,Romania,France,2011-09-06,0,0,FALSE
2011,Qatar,IR Iran,2011-09-06,1,1,FALSE
2011,Uzbekistan,Japan,2011-09-06,1,1,FALSE
2011,Kuwait,Korea Republic,2011-09-06,1,1,FALSE
2011,Saudi Arabia,Australia,2011-09-06,1,3,FALSE
2011,Finland,Netherlands,2011-09-06,0,2,FALSE
2011,Serbia,Faroe Islands,2011-09-06,3,1,FALSE
2011,Spain,Liechtenstein,2011-09-06,6,0,FALSE
2011,Switzerland,Bulgaria,2011-09-06,3,1,FALSE
2011,Puerto Rico,Canada,2011-09-06,0,3,FALSE
2011,Croatia,Israel,2011-09-06,3,1,FALSE
2011,Denmark,Norway,2011-09-06,2,0,FALSE
2011,Bulgaria,England,2011-09-02,0,3,FALSE
2011,Albania,France,2011-09-02,1,2,FALSE
2011,Germany,Austria,2011-09-02,6,2,FALSE
2011,IR Iran,Indonesia,2011-09-02,3,0,FALSE
2011,Japan,Korea DPR,2011-09-02,1,0,FALSE
2011,Korea Republic,Lebanon,2011-09-02,6,0,FALSE
2011,Australia,Thailand,2011-09-02,2,1,FALSE
2011,Netherlands,San Marino,2011-09-02,11,0,FALSE
2011,Cyprus,Portugal,2011-09-02,0,4,FALSE
2011,Bahrain,Qatar,2011-09-02,0,0,FALSE
2011,Oman,Saudi Arabia,2011-09-02,0,0,FALSE
2011,Northern Ireland,Serbia,2011-09-02,0,1,FALSE
2011,Azerbaijan,Belgium,2011-09-02,1,1,FALSE
2011,Wales,Montenegro,2011-09-02,2,1,FALSE
2011,Canada,St. Lucia,2011-09-02,4,1,FALSE
2011,Malta,Croatia,2011-09-02,1,3,FALSE
2011,Maldives,IR Iran,2011-07-28,0,1,FALSE
2011,Vietnam,Qatar,2011-07-28,2,1,FALSE
2011,Hong Kong,Saudi Arabia,2011-07-28,0,5,FALSE
2011,IR Iran,Maldives,2011-07-23,4,0,FALSE
2011,Qatar,Vietnam,2011-07-23,3,0,FALSE
2011,Saudi Arabia,Hong Kong,2011-07-23,3,0,FALSE
2011,Azerbaijan,Germany,2011-06-07,1,3,FALSE
2011,England,Switzerland,2011-06-04,2,2,FALSE
2011,Portugal,Norway,2011-06-04,1,0,FALSE
2011,Iceland,Denmark,2011-06-04,0,2,FALSE
2011,Belarus,France,2011-06-03,1,1,FALSE
2011,Austria,Germany,2011-06-03,1,2,FALSE
2011,Belgium,Turkey,2011-06-03,1,1,FALSE
2011,Croatia,Georgia,2011-06-03,2,1,FALSE
2011,Netherlands,Hungary,2011-03-29,5,3,FALSE
2011,Estonia,Serbia,2011-03-29,1,1,FALSE
2011,Lithuania,Spain,2011-03-29,1,3,FALSE
2011,Belgium,Azerbaijan,2011-03-29,4,1,FALSE
2011,Wales,England,2011-03-26,0,2,FALSE
2011,Germany,Kazakhstan,2011-03-26,4,0,FALSE
2011,Bulgaria,Switzerland,2011-03-26,0,0,FALSE
2011,Georgia,Croatia,2011-03-26,1,0,FALSE
2011,Norway,Denmark,2011-03-26,1,1,FALSE
2011,Luxembourg,France,2011-03-25,0,2,FALSE
2011,Hungary,Netherlands,2011-03-25,0,4,FALSE
2011,Serbia,Northern Ireland,2011-03-25,2,1,FALSE
2011,Spain,Czech Republic,2011-03-25,2,1,FALSE
2011,Austria,Belgium,2011-03-25,0,2,FALSE
2010,Croatia,Malta,2010-11-17,3,0,FALSE
2010,England,Montenegro,2010-10-12,0,0,FALSE
2010,France,Luxembourg,2010-10-12,2,0,FALSE
2010,Kazakhstan,Germany,2010-10-12,0,3,FALSE
2010,Netherlands,Sweden,2010-10-12,4,1,FALSE
2010,Iceland,Portugal,2010-10-12,1,3,FALSE
2010,Italy,Serbia,2010-10-12,3,0,FALSE
2010,Scotland,Spain,2010-10-12,2,3,FALSE
2010,Switzerland,Wales,2010-10-12,4,1,FALSE
2010,Belgium,Austria,2010-10-12,4,4,FALSE
2010,Denmark,Cyprus,2010-10-12,2,0,FALSE
2010,France,Romania,2010-10-09,2,0,FALSE
2010,Israel,Croatia,2010-10-09,1,2,FALSE
2010,Germany,Turkey,2010-10-08,3,0,FALSE
2010,Moldova,Netherlands,2010-10-08,0,1,FALSE
2010,Serbia,Estonia,2010-10-08,1,3,FALSE
2010,Spain,Lithuania,2010-10-08,3,1,FALSE
2010,Montenegro,Switzerland,2010-10-08,1,0,FALSE
2010,Kazakhstan,Belgium,2010-10-08,0,2,FALSE
2010,Wales,Bulgaria,2010-10-08,0,1,FALSE
2010,Portugal,Denmark,2010-10-08,3,1,FALSE
2010,Switzerland,England,2010-09-07,1,3,FALSE
2010,Bosnia & Herz'na,France,2010-09-07,0,2,FALSE
2010,Germany,Azerbaijan,2010-09-07,6,1,FALSE
2010,Netherlands,Finland,2010-09-07,2,1,FALSE
2010,Norway,Portugal,2010-09-07,1,0,FALSE
2010,Serbia,Slovenia,2010-09-07,1,1,FALSE
2010,Turkey,Belgium,2010-09-07,3,2,FALSE
2010,Croatia,Greece,2010-09-07,0,0,FALSE
2010,Denmark,Iceland,2010-09-07,1,0,FALSE
2010,England,Bulgaria,2010-09-03,4,0,FALSE
2010,France,Belarus,2010-09-03,0,1,FALSE
2010,San Marino,Netherlands,2010-09-03,0,5,FALSE
2010,Portugal,Cyprus,2010-09-03,4,4,FALSE
2010,Faroe Islands,Serbia,2010-09-03,0,3,FALSE
2010,Liechtenstein,Spain,2010-09-03,0,4,FALSE
2010,Belgium,Germany,2010-09-03,0,1,FALSE
2010,Montenegro,Wales,2010-09-03,1,0,FALSE
2010,Latvia,Croatia,2010-09-03,0,3,FALSE
