date,team,rating,as_of
2017-06-07,Spain,2000,2022-11-23
2017-03-28,Spain,2004,2022-11-23
2017-03-24,Spain,1984,2022-11-23
2022-06-14,Sri Lanka,675,2022-11-23
2022-06-11,Sri Lanka,684,2022-11-23
2022-06-08,Sri Lanka,685,2022-11-23
2022-05-31,Sri Lanka,685,2022-11-23
2021-11-19,Sri Lanka,679,2022-11-23
2021-11-16,Sri Lanka,674,2022-11-23
2021-11-13,Sri Lanka,654,2022-11-23
2021-11-09,Sri Lanka,664,2022-11-23
2021-10-10,Sri Lanka,657,2022-11-23
2021-10-07,Sri Lanka,661,2022-11-23
2021-10-04,Sri Lanka,643,2022-11-23
2021-10-01,Sri Lanka,649,2022-11-23
2021-06-09,Sri Lanka,659,2022-11-23
2021-06-05,Sri Lanka,659,2022-11-23
2020-01-19,Sri Lanka,660,2022-11-23
2020-01-17,Sri Lanka,670,2022-11-23
2018-10-12,Sri Lanka,708,2022-11-23
2018-09-07,Sri Lanka,715,2022-11-23
2018-09-05,Sri Lanka,703,2022-11-23
2018-08-29,Sri Lanka,706,2022-11-23
2022-11-19,Sudan,1305,2022-11-23
2022-11-17,Sudan,1313,2022-11-23
2022-09-26,Sudan,1311,2022-11-23
2022-09-23,Sudan,1307,2022-11-23
2022-06-08,Sudan,1303,2022-11-23
2022-06-04,Sudan,1278,2022-11-23
2022-05-29,Sudan,1300,2022-11-23
2022-03-29,Sudan,1305,2022-11-23
2022-03-26,Sudan,1300,2022-11-23
2022-01-19,Sudan,1302,2022-11-23
2022-01-15,Sudan,1308,2022-11-23
2022-01-11,Sudan,1317,2022-11-23
2022-01-02,Sudan,1311,2022-11-23
2021-12-30,Sudan,1311,2022-11-23
2021-12-07,Sudan,1320,2022-11-23
2021-12-04,Sudan,1339,2022-11-23
2021-12-01,Sudan,1352,2022-11-23
2021-11-15,Sudan,1359,2022-11-23
2021-11-12,Sudan,1357,2022-11-23
2021-10-09,Sudan,1362,2022-11-23
2021-10-06,Sudan,1358,2022-11-23
2021-09-07,Sudan,1353,2022-11-23
2021-09-02,Sudan,1394,2022-11-23
2021-08-26,Sudan,1400,2022-11-23
2021-08-22,Sudan,1389,2022-11-23
2021-06-19,Sudan,1404,2022-11-23
2021-06-13,Sudan,1386,2022-11-23
2021-06-11,Sudan,1396,2022-11-23
2021-03-28,Sudan,1386,2022-11-23
2021-03-24,Sudan,1350,2022-11-23
2020-11-17,Sudan,1332,2022-11-23
2020-11-12,Sudan,1300,2022-11-23
2020-11-06,Sudan,1305,2022-11-23
2020-10-12,Sudan,1303,2022-11-23
2020-10-09,Sudan,1303,2022-11-23
2020-09-25,Sudan,1306,2022-11-23
2020-09-23,Sudan,1291,2022-11-23
2020-01-25,Sudan,1280,2022-11-23
2018-11-18,Sudan,1279,2022-11-23
2018-10-16,Sudan,1230,2022-11-23
2018-10-13,Sudan,1233,2022-11-23
2018-09-08,Sudan,1235,2022-11-23
2017-06-09,Sudan,1245,2022-11-23
2022-11-19,Suriname,1308,2022-11-23
2022-09-22,Suriname,1327,2022-11-23
2022-06-11,Suriname,1318,2022-11-23
2022-06-07,Suriname,1320,2022-11-23
2022-06-04,Suriname,1329,2022-11-23
2022-05-22,Suriname,1323,2022-11-23
2022-03-27,Suriname,1337,2022-11-23
2022-02-01,Suriname,1343,2022-11-23
2022-01-28,Suriname,1338,2022-11-23
2021-07-20,Suriname,1335,2022-11-23
2021-07-16,Suriname,1316,2022-11-23
2021-07-12,Suriname,1323,2022-11-23
2021-06-08,Suriname,1338,2022-11-23
2021-06-04,Suriname,1351,2022-11-23
2021-03-27,Suriname,1325,2022-11-23
2021-03-24,Suriname,1318,2022-11-23
2018-11-17,Suriname,1258,2022-11-23
2018-10-13,Suriname,1262,2022-11-23
2018-09-06,Suriname,1261,2022-11-23
2018-08-18,Suriname,1274,2022-11-23
2017-01-06,Suriname,1244,2022-11-23
2017-01-04,Suriname,1257,2022-11-23
2018-03-27,Swaziland,1290,2022-11-23
2017-07-04,Swaziland,1296,2022-11-23
2017-07-02,Swaziland,1314,2022-11-23
2017-06-10,Swaziland,1327,2022-11-23
2017-05-28,Swaziland,1323,2022-11-23
2017-05-26,Swaziland,1339,2022-11-23
2022-11-19,Sweden,1758,2022-11-23
2022-11-16,Sweden,1748,2022-11-23
2022-09-27,Sweden,1736,2022-11-23
2022-09-24,Sweden,1747,2022-11-23
2022-06-12,Sweden,1766,2022-11-23
2022-06-09,Sweden,1780,2022-11-23
2022-06-05,Sweden,1804,2022-11-23
2022-06-02,Sweden,1832,2022-11-23
2022-03-29,Sweden,1809,2022-11-23
2022-03-24,Sweden,1836,2022-11-23
2021-11-14,Sweden,1821,2022-11-23
2021-11-11,Sweden,1827,2022-11-23
2021-10-12,Sweden,1877,2022-11-23
2021-10-09,Sweden,1866,2022-11-23
2021-09-08,Sweden,1861,2022-11-23
2021-09-05,Sweden,1888,2022-11-23
2021-09-02,Sweden,1887,2022-11-23
2021-06-29,Sweden,1864,2022-11-23
2021-06-23,Sweden,1897,2022-11-23
2021-06-18,Sweden,1879,2022-11-23
2021-06-14,Sweden,1866,2022-11-23
2021-06-05,Sweden,1849,2022-11-23
2021-05-29,Sweden,1846,2022-11-23
2021-03-31,Sweden,1840,2022-11-23
2021-03-28,Sweden,1839,2022-11-23
2021-03-25,Sweden,1824,2022-11-23
2020-11-17,Sweden,1821,2022-11-23
2020-11-14,Sweden,1828,2022-11-23
2020-11-11,Sweden,1809,2022-11-23
2020-10-14,Sweden,1816,2022-11-23
2020-10-11,Sweden,1826,2022-11-23
2020-10-08,Sweden,1837,2022-11-23
2020-09-08,Sweden,1824,2022-11-23
2020-09-05,Sweden,1849,2022-11-23
2020-01-12,Sweden,1864,2022-11-23
2020-01-09,Sweden,1861,2022-11-23
2018-11-20,Sweden,1851,2022-11-23
2018-11-17,Sweden,1834,2022-11-23
2018-10-16,Sweden,1814,2022-11-23
2018-10-11,Sweden,1819,2022-11-23
2018-09-10,Sweden,1817,2022-11-23
2018-09-06,Sweden,1849,2022-11-23
2018-07-07,Sweden,1865,2022-11-23
2018-07-03,Sweden,1905,2022-11-23
2018-06-27,Sweden,1872,2022-11-23
2018-06-23,Sweden,1804,2022-11-23
2018-06-18,Sweden,1818,2022-11-23
2018-06-09,Sweden,1795,2022-11-23
2018-06-02,Sweden,1794,2022-11-23
2018-03-27,Sweden,1796,2022-11-23
2018-03-24,Sweden,1806,2022-11-23
2018-01-07,Sweden,1818,2022-11-23
2017-11-13,Sweden,1825,2022-11-23
2017-11-10,Sweden,1815,2022-11-23
2017-10-10,Sweden,1792,2022-11-23
2017-10-07,Sweden,1810,2022-11-23
2017-09-03,Sweden,1807,2022-11-23
2017-08-31,Sweden,1783,2022-11-23
2017-06-13,Sweden,1808,2022-11-23
2017-06-09,Sweden,1812,2022-11-23
2017-03-28,Sweden,1786,2022-11-23
2017-03-25,Sweden,1770,2022-11-23
2017-01-08,Sweden,1757,2022-11-23
2022-11-17,Switzerland,1902,2022-11-23
2022-09-27,Switzerland,1929,2022-11-23
2022-09-24,Switzerland,1920,2022-11-23
2022-06-12,Switzerland,1887,2022-11-23
2022-06-09,Switzerland,1864,2022-11-23
2022-06-05,Switzerland,1881,2022-11-23
2022-06-02,Switzerland,1900,2022-11-23
2022-03-29,Switzerland,1920,2022-11-23
2022-03-26,Switzerland,1929,2022-11-23
2021-11-15,Switzerland,1934,2022-11-23
2021-11-12,Switzerland,1930,2022-11-23
2021-10-12,Switzerland,1918,2022-11-23
2021-10-09,Switzerland,1914,2022-11-23
2021-09-08,Switzerland,1909,2022-11-23
2021-09-05,Switzerland,1920,2022-11-23
2021-09-01,Switzerland,1917,2022-11-23
2021-07-02,Switzerland,1915,2022-11-23
2021-06-28,Switzerland,1907,2022-11-23
2021-06-20,Switzerland,1894,2022-11-23
2021-06-16,Switzerland,1868,2022-11-23
2021-06-12,Switzerland,1886,2022-11-23
2021-06-03,Switzerland,1890,2022-11-23
2021-05-30,Switzerland,1890,2022-11-23
2021-03-31,Switzerland,1886,2022-11-23
2021-03-28,Switzerland,1883,2022-11-23
2021-03-25,Switzerland,1882,2022-11-23
2020-11-14,Switzerland,1871,2022-11-23
2020-11-11,Switzerland,1868,2022-11-23
2020-10-13,Switzerland,1871,2022-11-23
2020-10-10,Switzerland,1860,2022-11-23
2020-10-07,Switzerland,1867,2022-11-23
2020-09-06,Switzerland,1880,2022-11-23
2020-09-03,Switzerland,1881,2022-11-23
2018-11-18,Switzerland,1922,2022-11-23
2018-11-14,Switzerland,1877,2022-11-23
2018-10-15,Switzerland,1896,2022-11-23
2018-10-12,Switzerland,1881,2022-11-23
2018-09-11,Switzerland,1887,2022-11-23
2018-09-08,Switzerland,1894,2022-11-23
2018-07-03,Switzerland,1879,2022-11-23
2018-06-27,Switzerland,1912,2022-11-23
2018-06-22,Switzerland,1929,2022-11-23
2018-06-17,Switzerland,1908,2022-11-23
2018-06-08,Switzerland,1889,2022-11-23
2018-06-03,Switzerland,1885,2022-11-23
2018-03-27,Switzerland,1879,2022-11-23
2018-03-23,Switzerland,1873,2022-11-23
2017-11-12,Switzerland,1866,2022-11-23
2017-11-09,Switzerland,1881,2022-11-23
2017-10-10,Switzerland,1866,2022-11-23
2017-10-07,Switzerland,1880,2022-11-23
2017-09-03,Switzerland,1872,2022-11-23
2017-08-31,Switzerland,1865,2022-11-23
2017-06-09,Switzerland,1865,2022-11-23
2017-06-01,Switzerland,1861,2022-11-23
2017-03-25,Switzerland,1859,2022-11-23
2022-11-20,Syria,1424,2022-11-23
2022-11-17,Syria,1428,2022-11-23
2022-09-26,Syria,1439,2022-11-23
2022-09-23,Syria,1449,2022-11-23
2022-06-01,Syria,1459,2022-11-23
2022-03-29,Syria,1454,2022-11-23
2022-03-24,Syria,1447,2022-11-23
2022-02-01,Syria,1404,2022-11-23
2022-01-27,Syria,1410,2022-11-23
2021-12-06,Syria,1427,2022-11-23
2021-12-03,Syria,1454,2022-11-23
2021-11-30,Syria,1406,2022-11-23
2021-11-16,Syria,1422,2022-11-23
2021-11-11,Syria,1428,2022-11-23
2021-10-12,Syria,1418,2022-11-23
2021-10-07,Syria,1441,2022-11-23
2021-09-07,Syria,1444,2022-11-23
2021-09-02,Syria,1442,2022-11-23
2021-08-26,Syria,1445,2022-11-23
2021-06-15,Syria,1448,2022-11-23
2021-06-07,Syria,1478,2022-11-23
2021-06-04,Syria,1477,2022-11-23
2021-03-30,Syria,1474,2022-11-23
2021-03-25,Syria,1477,2022-11-23
2020-11-16,Syria,1485,2022-11-23
2020-11-12,Syria,1495,2022-11-23
2018-12-30,Syria,1598,2022-11-23
2018-11-20,Syria,1596,2022-11-23
2018-11-16,Syria,1588,2022-11-23
2018-10-16,Syria,1587,2022-11-23
2018-10-11,Syria,1601,2022-11-23
2018-09-10,Syria,1593,2022-11-23
2018-09-06,Syria,1610,2022-11-23
2018-03-27,Syria,1607,2022-11-23
2018-03-24,Syria,1605,2022-11-23
2017-11-13,Syria,1610,2022-11-23
2017-10-10,Syria,1608,2022-11-23
2017-10-05,Syria,1618,2022-11-23
2017-09-05,Syria,1613,2022-11-23
2017-08-31,Syria,1599,2022-11-23
2017-08-26,Syria,1570,2022-11-23
2017-08-22,Syria,1572,2022-11-23
2017-06-13,Syria,1570,2022-11-23
2017-06-07,Syria,1571,2022-11-23
2017-06-02,Syria,1564,2022-11-23
2017-03-28,Syria,1564,2022-11-23
2017-03-23,Syria,1570,2022-11-23
2022-03-27,Tahiti,1158,2022-11-23
2022-03-24,Tahiti,1162,2022-11-23
2018-03-23,Tahiti,1222,2022-11-23
2018-03-20,Tahiti,1215,2022-11-23
2017-03-28,Tahiti,1218,2022-11-23
2017-03-23,Tahiti,1250,2022-11-23
2021-10-11,Taiwan,881,2022-11-23
2021-10-07,Taiwan,897,2022-11-23
2021-06-15,Taiwan,907,2022-11-23
2021-06-07,Taiwan,908,2022-11-23
2021-06-03,Taiwan,909,2022-11-23
2018-11-16,Taiwan,974,2022-11-23
2018-11-13,Taiwan,981,2022-11-23
2018-11-11,Taiwan,977,2022-11-23
2018-09-07,Taiwan,992,2022-11-23
2018-06-08,Taiwan,977,2022-11-23
2018-06-05,Taiwan,983,2022-11-23
2018-06-01,Taiwan,985,2022-11-23
2018-03-27,Taiwan,996,2022-11-23
2017-12-05,Taiwan,977,2022-11-23
2017-12-04,Taiwan,969,2022-11-23
2017-12-03,Taiwan,966,2022-11-23
2017-11-14,Taiwan,926,2022-11-23
2017-10-10,Taiwan,929,2022-11-23
2017-10-05,Taiwan,892,2022-11-23
2017-09-05,Taiwan,888,2022-11-23
2017-06-10,Taiwan,890,2022-11-23
2017-03-26,Taiwan,854,2022-11-23
2017-03-22,Taiwan,863,2022-11-23
2022-11-17,Tajikistan,1325,2022-11-23
2022-09-25,Tajikistan,1317,2022-11-23
2022-09-22,Tajikistan,1322,2022-11-23
2022-06-14,Tajikistan,1304,2022-11-23
2022-06-11,Tajikistan,1300,2022-11-23
2022-06-08,Tajikistan,1289,2022-11-23
2022-06-01,Tajikistan,1278,2022-11-23
2022-03-29,Tajikistan,1283,2022-11-23
2022-03-25,Tajikistan,1268,2022-11-23
2021-11-16,Tajikistan,1260,2022-11-23
2021-06-15,Tajikistan,1265,2022-11-23
2021-06-07,Tajikistan,1249,2022-11-23
2021-05-29,Tajikistan,1251,2022-11-23
2021-05-24,Tajikistan,1248,2022-11-23
2021-03-25,Tajikistan,1239,2022-11-23
2021-02-05,Tajikistan,1237,2022-11-23
2021-02-01,Tajikistan,1220,2022-11-23
2020-11-12,Tajikistan,1225,2022-11-23
2020-11-07,Tajikistan,1228,2022-11-23
2020-09-03,Tajikistan,1231,2022-11-23
2018-12-20,Tajikistan,1209,2022-11-23
2018-12-16,Tajikistan,1216,2022-11-23
2018-12-13,Tajikistan,1218,2022-11-23
2018-10-12,Tajikistan,1220,2022-11-23
2018-10-09,Tajikistan,1213,2022-11-23
2018-10-04,Tajikistan,1190,2022-11-23
2018-10-02,Tajikistan,1203,2022-11-23
2018-03-27,Tajikistan,1196,2022-11-23
2017-11-14,Tajikistan,1213,2022-11-23
2017-10-10,Tajikistan,1219,2022-11-23
2017-09-05,Tajikistan,1213,2022-11-23
2017-06-13,Tajikistan,1203,2022-11-23
2017-03-28,Tajikistan,1229,2022-11-23
2017-03-23,Tajikistan,1252,2022-11-23
2022-09-27,Tanzania,1315,2022-11-23
2022-09-24,Tanzania,1326,2022-11-23
2022-06-08,Tanzania,1306,2022-11-23
2022-06-04,Tanzania,1316,2022-11-23
2022-03-29,Tanzania,1321,2022-11-23
2022-03-23,Tanzania,1326,2022-11-23
2021-12-09,Tanzania,1312,2022-11-23
2021-11-14,Tanzania,1326,2022-11-23
2021-11-11,Tanzania,1320,2022-11-23
2021-10-10,Tanzania,1354,2022-11-23
2021-10-07,Tanzania,1321,2022-11-23
2021-09-07,Tanzania,1340,2022-11-23
2021-09-02,Tanzania,1324,2022-11-23
2021-06-13,Tanzania,1311,2022-11-23
2021-03-28,Tanzania,1298,2022-11-23
2021-03-25,Tanzania,1278,2022-11-23
2021-03-15,Tanzania,1289,2022-11-23
2020-11-17,Tanzania,1295,2022-11-23
2020-11-13,Tanzania,1283,2022-11-23
2020-10-11,Tanzania,1286,2022-11-23
2018-11-18,Tanzania,1328,2022-11-23
2018-10-16,Tanzania,1346,2022-11-23
2018-10-12,Tanzania,1313,2022-11-23
2018-09-08,Tanzania,1329,2022-11-23
2018-03-27,Tanzania,1319,2022-11-23
2018-03-22,Tanzania,1296,2022-11-23
2017-12-11,Tanzania,1300,2022-11-23
2017-12-09,Tanzania,1311,2022-11-23
2017-12-07,Tanzania,1335,2022-11-23
2017-12-03,Tanzania,1357,2022-11-23
2017-11-12,Tanzania,1350,2022-11-23
2017-10-07,Tanzania,1345,2022-11-23
2017-09-02,Tanzania,1349,2022-11-23
2017-07-07,Tanzania,1342,2022-11-23
2017-07-05,Tanzania,1348,2022-11-23
2017-07-02,Tanzania,1372,2022-11-23
2017-06-29,Tanzania,1336,2022-11-23
2017-06-27,Tanzania,1350,2022-11-23
2017-06-25,Tanzania,1357,2022-11-23
2017-06-10,Tanzania,1326,2022-11-23
2017-03-28,Tanzania,1336,2022-11-23
2017-03-25,Tanzania,1329,2022-11-23
2022-09-25,Thailand,1390,2022-11-23
2022-09-22,Thailand,1380,2022-11-23
2022-06-14,Thailand,1390,2022-11-23
2022-06-11,Thailand,1402,2022-11-23
2022-06-08,Thailand,1401,2022-11-23
2022-05-31,Thailand,1397,2022-11-23
2022-05-27,Thailand,1407,2022-11-23
2022-05-24,Thailand,1403,2022-11-23
2022-03-27,Thailand,1387,2022-11-23
2022-03-24,Thailand,1381,2022-11-23
2022-01-01,Thailand,1380,2022-11-23
2021-12-29,Thailand,1390,2022-11-23
2021-12-26,Thailand,1367,2022-11-23
2021-12-23,Thailand,1369,2022-11-23
2021-12-18,Thailand,1336,2022-11-23
2021-12-14,Thailand,1311,2022-11-23
2021-12-11,Thailand,1300,2022-11-23
2021-12-05,Thailand,1289,2022-11-23
2021-06-15,Thailand,1288,2022-11-23
2021-06-07,Thailand,1316,2022-11-23
2021-06-03,Thailand,1329,2022-11-23
2021-05-30,Thailand,1341,2022-11-23
2021-05-29,Thailand,1349,2022-11-23
2021-05-25,Thailand,1352,2022-11-23
2018-12-05,Thailand,1382,2022-11-23
2018-12-01,Thailand,1398,2022-11-23
2018-11-25,Thailand,1409,2022-11-23
2018-11-21,Thailand,1403,2022-11-23
2018-11-17,Thailand,1409,2022-11-23
2018-11-09,Thailand,1399,2022-11-23
2018-10-14,Thailand,1398,2022-11-23
2018-10-11,Thailand,1389,2022-11-23
2018-06-02,Thailand,1382,2022-11-23
2018-03-25,Thailand,1396,2022-11-23
2018-03-22,Thailand,1402,2022-11-23
2017-10-08,Thailand,1406,2022-11-23
2017-10-05,Thailand,1399,2022-11-23
2017-09-05,Thailand,1392,2022-11-23
2017-08-31,Thailand,1396,2022-11-23
2017-07-14,Thailand,1416,2022-11-23
2017-06-13,Thailand,1388,2022-11-23
2017-06-06,Thailand,1384,2022-11-23
2017-03-28,Thailand,1387,2022-11-23
2017-03-23,Thailand,1391,2022-11-23
2018-06-02,Tibet,630,2022-11-23
2022-09-27,Togo,1320,2022-11-23
2022-09-24,Togo,1317,2022-11-23
2022-06-07,Togo,1319,2022-11-23
2022-06-03,Togo,1339,2022-11-23
2022-03-29,Togo,1348,2022-11-23
2022-03-24,Togo,1345,2022-11-23
2021-11-15,Togo,1326,2022-11-23
2021-11-11,Togo,1301,2022-11-23
2021-10-12,Togo,1286,2022-11-23
2021-10-09,Togo,1256,2022-11-23
2021-09-05,Togo,1256,2022-11-23
2021-09-01,Togo,1276,2022-11-23
2021-08-19,Togo,1279,2022-11-23
2021-06-08,Togo,1292,2022-11-23
2021-06-05,Togo,1300,2022-11-23
2021-03-29,Togo,1278,2022-11-23
2021-03-25,Togo,1300,2022-11-23
2020-11-17,Togo,1297,2022-11-23
2020-11-14,Togo,1313,2022-11-23
2020-10-12,Togo,1317,2022-11-23
2018-11-18,Togo,1361,2022-11-23
2018-10-16,Togo,1396,2022-11-23
2018-10-12,Togo,1375,2022-11-23
2018-09-09,Togo,1385,2022-11-23
2018-03-24,Togo,1389,2022-11-23
2018-03-21,Togo,1383,2022-11-23
2017-11-12,Togo,1383,2022-11-23
2017-10-05,Togo,1379,2022-11-23
2017-09-04,Togo,1381,2022-11-23
2017-08-31,Togo,1394,2022-11-23
2017-06-11,Togo,1383,2022-11-23
2017-06-04,Togo,1388,2022-11-23
2017-06-01,Togo,1385,2022-11-23
2017-03-28,Togo,1391,2022-11-23
2017-03-24,Togo,1394,2022-11-23
2017-01-24,Togo,1392,2022-11-23
2017-01-20,Togo,1411,2022-11-23
2017-01-16,Togo,1435,2022-11-23
2017-12-15,Tonga,546,2022-11-23
2017-12-12,Tonga,556,2022-11-23
2017-12-09,Tonga,558,2022-11-23
2017-12-06,Tonga,559,2022-11-23
2017-12-02,Tonga,560,2022-11-23
2022-09-25,Trinidad and Tobago,1340,2022-11-23
2022-09-22,Trinidad and Tobago,1350,2022-11-23
2022-06-13,Trinidad and Tobago,1368,2022-11-23
2022-06-10,Trinidad and Tobago,1361,2022-11-23
2022-06-06,Trinidad and Tobago,1343,2022-11-23
2022-06-03,Trinidad and Tobago,1342,2022-11-23
2022-05-30,Trinidad and Tobago,1364,2022-11-23
2022-03-29,Trinidad and Tobago,1362,2022-11-23
2022-03-25,Trinidad and Tobago,1373,2022-11-23
2022-01-21,Trinidad and Tobago,1366,2022-11-23
2021-07-18,Trinidad and Tobago,1369,2022-11-23
2021-07-14,Trinidad and Tobago,1362,2022-11-23
2021-07-10,Trinidad and Tobago,1384,2022-11-23
2021-07-06,Trinidad and Tobago,1361,2022-11-23
2021-07-02,Trinidad and Tobago,1367,2022-11-23
2021-06-08,Trinidad and Tobago,1360,2022-11-23
2021-06-05,Trinidad and Tobago,1337,2022-11-23
2021-03-28,Trinidad and Tobago,1353,2022-11-23
2021-03-25,Trinidad and Tobago,1367,2022-11-23
2021-01-31,Trinidad and Tobago,1344,2022-11-23
2018-11-15,Trinidad and Tobago,1433,2022-11-23
2018-10-14,Trinidad and Tobago,1434,2022-11-23
2018-09-06,Trinidad and Tobago,1443,2022-11-23
2018-04-17,Trinidad and Tobago,1424,2022-11-23
2018-03-25,Trinidad and Tobago,1430,2022-11-23
2018-03-23,Trinidad and Tobago,1427,2022-11-23
2017-11-14,Trinidad and Tobago,1419,2022-11-23
2017-11-11,Trinidad and Tobago,1427,2022-11-23
2017-10-10,Trinidad and Tobago,1435,2022-11-23
2017-10-06,Trinidad and Tobago,1402,2022-11-23
2017-09-05,Trinidad and Tobago,1404,2022-11-23
2017-09-01,Trinidad and Tobago,1412,2022-11-23
2017-08-24,Trinidad and Tobago,1430,2022-11-23
2017-07-26,Trinidad and Tobago,1439,2022-11-23
2017-06-13,Trinidad and Tobago,1441,2022-11-23
2017-06-08,Trinidad and Tobago,1444,2022-11-23
2017-04-29,Trinidad and Tobago,1450,2022-11-23
2017-03-28,Trinidad and Tobago,1456,2022-11-23
2017-03-24,Trinidad and Tobago,1460,2022-11-23
2017-03-10,Trinidad and Tobago,1432,2022-11-23
2017-01-08,Trinidad and Tobago,1429,2022-11-23
2017-01-04,Trinidad and Tobago,1453,2022-11-23
2022-11-16,Tunisia,1707,2022-11-23
2022-09-27,Tunisia,1687,2022-11-23
2022-09-22,Tunisia,1689,2022-11-23
2022-06-14,Tunisia,1687,2022-11-23
2022-06-10,Tunisia,1644,2022-11-23
2022-06-05,Tunisia,1613,2022-11-23
2022-06-02,Tunisia,1625,2022-11-23
2022-03-29,Tunisia,1612,2022-11-23
2022-03-25,Tunisia,1618,2022-11-23
2022-01-29,Tunisia,1590,2022-11-23
2022-01-23,Tunisia,1620,2022-11-23
2022-01-20,Tunisia,1588,2022-11-23
2022-01-16,Tunisia,1628,2022-11-23
2022-01-12,Tunisia,1613,2022-11-23
2021-12-18,Tunisia,1640,2022-11-23
2021-12-15,Tunisia,1660,2022-11-23
2021-12-10,Tunisia,1638,2022-11-23
2021-12-06,Tunisia,1623,2022-11-23
2021-12-03,Tunisia,1608,2022-11-23
2021-11-30,Tunisia,1656,2022-11-23
2021-11-16,Tunisia,1645,2022-11-23
2021-11-13,Tunisia,1636,2022-11-23
2021-10-10,Tunisia,1665,2022-11-23
2021-10-07,Tunisia,1676,2022-11-23
2021-09-07,Tunisia,1670,2022-11-23
2021-09-03,Tunisia,1647,2022-11-23
2021-06-15,Tunisia,1640,2022-11-23
2021-06-11,Tunisia,1635,2022-11-23
2021-06-05,Tunisia,1650,2022-11-23
2021-03-28,Tunisia,1646,2022-11-23
2021-03-25,Tunisia,1642,2022-11-23
2020-11-17,Tunisia,1618,2022-11-23
2020-11-13,Tunisia,1630,2022-11-23
2020-10-13,Tunisia,1627,2022-11-23
2020-10-09,Tunisia,1625,2022-11-23
2018-11-20,Tunisia,1650,2022-11-23
2018-11-16,Tunisia,1661,2022-11-23
2018-10-16,Tunisia,1680,2022-11-23
2018-10-13,Tunisia,1673,2022-11-23
2018-09-09,Tunisia,1670,2022-11-23
2018-06-28,Tunisia,1661,2022-11-23
2018-06-23,Tunisia,1632,2022-11-23
2018-06-18,Tunisia,1647,2022-11-23
2018-06-09,Tunisia,1656,2022-11-23
2018-06-01,Tunisia,1658,2022-11-23
2018-05-28,Tunisia,1656,2022-11-23
2018-03-27,Tunisia,1648,2022-11-23
2018-03-23,Tunisia,1635,2022-11-23
2017-11-11,Tunisia,1623,2022-11-23
2017-10-07,Tunisia,1636,2022-11-23
2017-09-05,Tunisia,1598,2022-11-23
2017-09-01,Tunisia,1593,2022-11-23
2017-06-11,Tunisia,1577,2022-11-23
2017-03-28,Tunisia,1555,2022-11-23
2017-03-24,Tunisia,1561,2022-11-23
2017-01-28,Tunisia,1570,2022-11-23
2017-01-23,Tunisia,1615,2022-11-23
2017-01-19,Tunisia,1594,2022-11-23
2017-01-15,Tunisia,1565,2022-11-23
2017-01-08,Tunisia,1593,2022-11-23
2017-01-04,Tunisia,1598,2022-11-23
2022-11-19,Turkey,1712,2022-11-23
2022-11-16,Turkey,1702,2022-11-23
2022-09-25,Turkey,1693,2022-11-23
2022-09-22,Turkey,1729,2022-11-23
2022-06-14,Turkey,1746,2022-11-23
2022-06-11,Turkey,1744,2022-11-23
2022-06-07,Turkey,1729,2022-11-23
2022-06-04,Turkey,1718,2022-11-23
2022-03-29,Turkey,1715,2022-11-23
2022-03-24,Turkey,1720,2022-11-23
2021-11-16,Turkey,1727,2022-11-23
2021-11-13,Turkey,1712,2022-11-23
2021-10-11,Turkey,1711,2022-11-23
2021-10-08,Turkey,1705,2022-11-23
2021-09-07,Turkey,1708,2022-11-23
2021-09-04,Turkey,1720,2022-11-23
2021-09-01,Turkey,1717,2022-11-23
2021-06-20,Turkey,1731,2022-11-23
2021-06-16,Turkey,1757,2022-11-23
2021-06-11,Turkey,1789,2022-11-23
2021-06-03,Turkey,1801,2022-11-23
2021-05-31,Turkey,1800,2022-11-23
2021-05-27,Turkey,1809,2022-11-23
2021-03-30,Turkey,1808,2022-11-23
2021-03-27,Turkey,1827,2022-11-23
2021-03-24,Turkey,1795,2022-11-23
2020-11-18,Turkey,1753,2022-11-23
2020-11-15,Turkey,1780,2022-11-23
2020-11-11,Turkey,1764,2022-11-23
2020-10-14,Turkey,1763,2022-11-23
2020-10-11,Turkey,1769,2022-11-23
2020-10-07,Turkey,1760,2022-11-23
2020-09-06,Turkey,1753,2022-11-23
2020-09-03,Turkey,1746,2022-11-23
2018-11-20,Turkey,1691,2022-11-23
2018-11-17,Turkey,1692,2022-11-23
2018-10-14,Turkey,1712,2022-11-23
2018-10-11,Turkey,1732,2022-11-23
2018-09-10,Turkey,1734,2022-11-23
2018-09-07,Turkey,1702,2022-11-23
2018-06-05,Turkey,1728,2022-11-23
2018-06-01,Turkey,1727,2022-11-23
2018-05-28,Turkey,1729,2022-11-23
2018-03-27,Turkey,1720,2022-11-23
2018-03-23,Turkey,1720,2022-11-23
2017-11-13,Turkey,1712,2022-11-23
2017-11-09,Turkey,1728,2022-11-23
2017-10-09,Turkey,1741,2022-11-23
2017-10-06,Turkey,1744,2022-11-23
2017-09-05,Turkey,1788,2022-11-23
2017-09-02,Turkey,1769,2022-11-23
2017-06-11,Turkey,1794,2022-11-23
2017-06-05,Turkey,1788,2022-11-23
2017-03-27,Turkey,1794,2022-11-23
2017-03-24,Turkey,1793,2022-11-23
2022-06-14,Turkmenistan,1249,2022-11-23
2022-06-11,Turkmenistan,1256,2022-11-23
2022-06-08,Turkmenistan,1252,2022-11-23
2022-05-27,Turkmenistan,1284,2022-11-23
