date,team,rating,as_of
2021-10-09,San Marino,817,2022-11-23
2021-09-08,San Marino,817,2022-11-23
2021-09-05,San Marino,818,2022-11-23
2021-09-02,San Marino,819,2022-11-23
2021-06-01,San Marino,828,2022-11-23
2021-05-28,San Marino,828,2022-11-23
2021-03-31,San Marino,828,2022-11-23
2021-03-28,San Marino,830,2022-11-23
2021-03-25,San Marino,831,2022-11-23
2020-11-14,San Marino,831,2022-11-23
2020-11-11,San Marino,821,2022-11-23
2020-10-13,San Marino,826,2022-11-23
2020-10-07,San Marino,809,2022-11-23
2020-09-08,San Marino,809,2022-11-23
2020-09-05,San Marino,817,2022-11-23
2018-11-18,San Marino,836,2022-11-23
2018-11-15,San Marino,838,2022-11-23
2018-10-15,San Marino,842,2022-11-23
2018-10-12,San Marino,844,2022-11-23
2018-09-11,San Marino,846,2022-11-23
2018-09-08,San Marino,852,2022-11-23
2017-10-08,San Marino,853,2022-11-23
2017-10-05,San Marino,853,2022-11-23
2017-09-04,San Marino,856,2022-11-23
2017-09-01,San Marino,858,2022-11-23
2017-06-10,San Marino,859,2022-11-23
2017-05-31,San Marino,859,2022-11-23
2017-03-26,San Marino,859,2022-11-23
2017-03-19,San Marino,860,2022-11-23
2017-02-22,San Marino,863,2022-11-23
2022-11-16,Saudi Arabia,1635,2022-11-23
2022-11-10,Saudi Arabia,1640,2022-11-23
2022-11-06,Saudi Arabia,1640,2022-11-23
2022-10-30,Saudi Arabia,1632,2022-11-23
2022-10-26,Saudi Arabia,1637,2022-11-23
2022-10-22,Saudi Arabia,1640,2022-11-23
2022-09-27,Saudi Arabia,1632,2022-11-23
2022-09-23,Saudi Arabia,1627,2022-11-23
2022-06-09,Saudi Arabia,1621,2022-11-23
2022-06-05,Saudi Arabia,1630,2022-11-23
2022-03-29,Saudi Arabia,1634,2022-11-23
2022-03-24,Saudi Arabia,1615,2022-11-23
2022-02-01,Saudi Arabia,1624,2022-11-23
2022-01-27,Saudi Arabia,1637,2022-11-23
2021-12-07,Saudi Arabia,1628,2022-11-23
2021-12-04,Saudi Arabia,1642,2022-11-23
2021-12-01,Saudi Arabia,1654,2022-11-23
2021-11-16,Saudi Arabia,1683,2022-11-23
2021-11-11,Saudi Arabia,1674,2022-11-23
2021-10-12,Saudi Arabia,1664,2022-11-23
2021-10-07,Saudi Arabia,1657,2022-11-23
2021-09-07,Saudi Arabia,1637,2022-11-23
2021-09-02,Saudi Arabia,1616,2022-11-23
2021-06-15,Saudi Arabia,1606,2022-11-23
2021-06-11,Saudi Arabia,1582,2022-11-23
2021-06-05,Saudi Arabia,1579,2022-11-23
2021-03-30,Saudi Arabia,1575,2022-11-23
2021-03-25,Saudi Arabia,1559,2022-11-23
2020-11-17,Saudi Arabia,1555,2022-11-23
2020-11-14,Saudi Arabia,1568,2022-11-23
2018-12-31,Saudi Arabia,1580,2022-11-23
2018-11-20,Saudi Arabia,1575,2022-11-23
2018-11-16,Saudi Arabia,1575,2022-11-23
2018-10-15,Saudi Arabia,1574,2022-11-23
2018-10-12,Saudi Arabia,1579,2022-11-23
2018-09-10,Saudi Arabia,1582,2022-11-23
2018-06-25,Saudi Arabia,1583,2022-11-23
2018-06-20,Saudi Arabia,1548,2022-11-23
2018-06-14,Saudi Arabia,1555,2022-11-23
2018-06-08,Saudi Arabia,1585,2022-11-23
2018-06-03,Saudi Arabia,1586,2022-11-23
2018-05-28,Saudi Arabia,1591,2022-11-23
2018-05-15,Saudi Arabia,1594,2022-11-23
2018-05-09,Saudi Arabia,1575,2022-11-23
2018-03-27,Saudi Arabia,1561,2022-11-23
2018-03-23,Saudi Arabia,1563,2022-11-23
2018-02-28,Saudi Arabia,1558,2022-11-23
2018-02-26,Saudi Arabia,1571,2022-11-23
2017-12-28,Saudi Arabia,1567,2022-11-23
2017-12-25,Saudi Arabia,1608,2022-11-23
2017-12-22,Saudi Arabia,1611,2022-11-23
2017-11-13,Saudi Arabia,1593,2022-11-23
2017-11-10,Saudi Arabia,1603,2022-11-23
2017-11-07,Saudi Arabia,1605,2022-11-23
2017-10-10,Saudi Arabia,1599,2022-11-23
2017-10-07,Saudi Arabia,1623,2022-11-23
2017-09-05,Saudi Arabia,1612,2022-11-23
2017-08-29,Saudi Arabia,1587,2022-11-23
2017-06-08,Saudi Arabia,1605,2022-11-23
2017-03-28,Saudi Arabia,1615,2022-11-23
2017-03-23,Saudi Arabia,1606,2022-11-23
2017-01-14,Saudi Arabia,1577,2022-11-23
2022-11-16,Scotland,1752,2022-11-23
2022-09-27,Scotland,1761,2022-11-23
2022-09-24,Scotland,1757,2022-11-23
2022-09-21,Scotland,1745,2022-11-23
2022-06-14,Scotland,1706,2022-11-23
2022-06-11,Scotland,1678,2022-11-23
2022-06-08,Scotland,1709,2022-11-23
2022-06-01,Scotland,1699,2022-11-23
2022-03-29,Scotland,1730,2022-11-23
2022-03-24,Scotland,1727,2022-11-23
2021-11-15,Scotland,1729,2022-11-23
2021-11-12,Scotland,1683,2022-11-23
2021-10-12,Scotland,1677,2022-11-23
2021-10-09,Scotland,1671,2022-11-23
2021-09-07,Scotland,1657,2022-11-23
2021-09-04,Scotland,1626,2022-11-23
2021-09-01,Scotland,1624,2022-11-23
2021-06-22,Scotland,1629,2022-11-23
2021-06-18,Scotland,1661,2022-11-23
2021-06-14,Scotland,1639,2022-11-23
2021-06-06,Scotland,1678,2022-11-23
2021-06-02,Scotland,1673,2022-11-23
2021-03-31,Scotland,1666,2022-11-23
2021-03-28,Scotland,1662,2022-11-23
2021-03-25,Scotland,1661,2022-11-23
2020-11-18,Scotland,1660,2022-11-23
2020-11-15,Scotland,1680,2022-11-23
2020-11-12,Scotland,1696,2022-11-23
2020-10-14,Scotland,1687,2022-11-23
2020-10-11,Scotland,1667,2022-11-23
2020-10-08,Scotland,1651,2022-11-23
2020-09-07,Scotland,1662,2022-11-23
2020-09-04,Scotland,1630,2022-11-23
2018-11-20,Scotland,1722,2022-11-23
2018-11-17,Scotland,1714,2022-11-23
2018-10-14,Scotland,1682,2022-11-23
2018-10-11,Scotland,1690,2022-11-23
2018-09-10,Scotland,1716,2022-11-23
2018-09-07,Scotland,1703,2022-11-23
2018-06-02,Scotland,1710,2022-11-23
2018-05-29,Scotland,1714,2022-11-23
2018-03-27,Scotland,1719,2022-11-23
2018-03-23,Scotland,1709,2022-11-23
2017-11-09,Scotland,1721,2022-11-23
2017-10-08,Scotland,1730,2022-11-23
2017-10-05,Scotland,1729,2022-11-23
2017-09-04,Scotland,1711,2022-11-23
2017-09-01,Scotland,1709,2022-11-23
2017-06-10,Scotland,1687,2022-11-23
2017-03-26,Scotland,1679,2022-11-23
2017-03-22,Scotland,1665,2022-11-23
2022-09-27,Senegal,1687,2022-11-23
2022-09-24,Senegal,1683,2022-11-23
2022-07-17,Senegal,1670,2022-11-23
2022-07-15,Senegal,1686,2022-11-23
2022-07-13,Senegal,1720,2022-11-23
2022-06-07,Senegal,1737,2022-11-23
2022-06-04,Senegal,1736,2022-11-23
2022-03-29,Senegal,1729,2022-11-23
2022-03-25,Senegal,1715,2022-11-23
2022-02-06,Senegal,1731,2022-11-23
2022-02-02,Senegal,1734,2022-11-23
2022-01-30,Senegal,1710,2022-11-23
2022-01-25,Senegal,1692,2022-11-23
2022-01-18,Senegal,1673,2022-11-23
2022-01-14,Senegal,1693,2022-11-23
2022-01-10,Senegal,1710,2022-11-23
2021-11-14,Senegal,1705,2022-11-23
2021-11-11,Senegal,1701,2022-11-23
2021-10-12,Senegal,1716,2022-11-23
2021-10-09,Senegal,1708,2022-11-23
2021-09-07,Senegal,1702,2022-11-23
2021-09-01,Senegal,1689,2022-11-23
2021-07-18,Senegal,1686,2022-11-23
2021-07-16,Senegal,1691,2022-11-23
2021-07-14,Senegal,1709,2022-11-23
2021-07-13,Senegal,1705,2022-11-23
2021-07-09,Senegal,1700,2022-11-23
2021-07-07,Senegal,1697,2022-11-23
2021-06-08,Senegal,1733,2022-11-23
2021-06-05,Senegal,1730,2022-11-23
2021-03-30,Senegal,1726,2022-11-23
2021-03-26,Senegal,1745,2022-11-23
2020-11-15,Senegal,1758,2022-11-23
2020-11-11,Senegal,1753,2022-11-23
2020-10-09,Senegal,1751,2022-11-23
2018-11-17,Senegal,1758,2022-11-23
2018-10-16,Senegal,1753,2022-11-23
2018-10-13,Senegal,1750,2022-11-23
2018-09-09,Senegal,1748,2022-11-23
2018-06-28,Senegal,1763,2022-11-23
2018-06-24,Senegal,1782,2022-11-23
2018-06-19,Senegal,1787,2022-11-23
2018-06-11,Senegal,1750,2022-11-23
2018-06-08,Senegal,1735,2022-11-23
2018-05-31,Senegal,1740,2022-11-23
2018-03-27,Senegal,1747,2022-11-23
2018-03-23,Senegal,1747,2022-11-23
2017-11-14,Senegal,1751,2022-11-23
2017-11-10,Senegal,1745,2022-11-23
2017-10-07,Senegal,1719,2022-11-23
2017-09-05,Senegal,1699,2022-11-23
2017-09-02,Senegal,1698,2022-11-23
2017-06-10,Senegal,1708,2022-11-23
2017-06-05,Senegal,1703,2022-11-23
2017-03-27,Senegal,1711,2022-11-23
2017-03-23,Senegal,1711,2022-11-23
2017-01-28,Senegal,1712,2022-11-23
2017-01-23,Senegal,1719,2022-11-23
2017-01-19,Senegal,1728,2022-11-23
2017-01-15,Senegal,1715,2022-11-23
2017-01-11,Senegal,1687,2022-11-23
2017-01-08,Senegal,1678,2022-11-23
2022-11-18,Serbia,1898,2022-11-23
2022-09-27,Serbia,1892,2022-11-23
2022-09-24,Serbia,1860,2022-11-23
2022-06-12,Serbia,1841,2022-11-23
2022-06-09,Serbia,1849,2022-11-23
2022-06-05,Serbia,1825,2022-11-23
2022-06-02,Serbia,1815,2022-11-23
2022-03-29,Serbia,1845,2022-11-23
2022-03-24,Serbia,1855,2022-11-23
2021-11-14,Serbia,1846,2022-11-23
2021-11-11,Serbia,1812,2022-11-23
2021-10-12,Serbia,1805,2022-11-23
2021-10-09,Serbia,1803,2022-11-23
2021-09-07,Serbia,1797,2022-11-23
2021-09-04,Serbia,1803,2022-11-23
2021-09-01,Serbia,1799,2022-11-23
2021-06-11,Serbia,1785,2022-11-23
2021-06-07,Serbia,1793,2022-11-23
2021-03-30,Serbia,1799,2022-11-23
2021-03-27,Serbia,1793,2022-11-23
2021-03-24,Serbia,1785,2022-11-23
2021-01-28,Serbia,1776,2022-11-23
2021-01-25,Serbia,1780,2022-11-23
2020-11-18,Serbia,1789,2022-11-23
2020-11-15,Serbia,1759,2022-11-23
2020-11-12,Serbia,1755,2022-11-23
2020-10-14,Serbia,1764,2022-11-23
2020-10-11,Serbia,1758,2022-11-23
2020-10-08,Serbia,1789,2022-11-23
2020-09-06,Serbia,1764,2022-11-23
2020-09-03,Serbia,1771,2022-11-23
2018-11-20,Serbia,1808,2022-11-23
2018-11-17,Serbia,1805,2022-11-23
2018-10-14,Serbia,1798,2022-11-23
2018-10-11,Serbia,1796,2022-11-23
2018-09-10,Serbia,1771,2022-11-23
2018-09-07,Serbia,1780,2022-11-23
2018-06-27,Serbia,1773,2022-11-23
2018-06-22,Serbia,1784,2022-11-23
2018-06-17,Serbia,1805,2022-11-23
2018-06-09,Serbia,1778,2022-11-23
2018-06-04,Serbia,1764,2022-11-23
2018-03-27,Serbia,1771,2022-11-23
2018-03-23,Serbia,1758,2022-11-23
2017-11-14,Serbia,1770,2022-11-23
2017-11-10,Serbia,1769,2022-11-23
2017-10-09,Serbia,1757,2022-11-23
2017-10-06,Serbia,1753,2022-11-23
2017-09-05,Serbia,1773,2022-11-23
2017-09-02,Serbia,1746,2022-11-23
2017-06-11,Serbia,1742,2022-11-23
2017-03-24,Serbia,1746,2022-11-23
2017-01-29,Serbia,1729,2022-11-23
2022-09-21,Seychelles,884,2022-11-23
2022-07-18,Seychelles,884,2022-11-23
2022-07-10,Seychelles,893,2022-11-23
2022-07-07,Seychelles,898,2022-11-23
2022-07-05,Seychelles,901,2022-11-23
2022-03-27,Seychelles,905,2022-11-23
2022-03-23,Seychelles,916,2022-11-23
2022-03-19,Seychelles,902,2022-11-23
2021-11-19,Seychelles,897,2022-11-23
2021-11-16,Seychelles,902,2022-11-23
2021-11-13,Seychelles,902,2022-11-23
2021-11-10,Seychelles,892,2022-11-23
2021-09-04,Seychelles,894,2022-11-23
2021-09-01,Seychelles,902,2022-11-23
2020-01-22,Seychelles,908,2022-11-23
2020-01-20,Seychelles,910,2022-11-23
2020-01-18,Seychelles,906,2022-11-23
2018-11-17,Seychelles,969,2022-11-23
2018-10-16,Seychelles,978,2022-11-23
2018-10-13,Seychelles,960,2022-11-23
2018-09-08,Seychelles,962,2022-11-23
2018-05-31,Seychelles,964,2022-11-23
2018-05-29,Seychelles,969,2022-11-23
2018-05-27,Seychelles,952,2022-11-23
2018-03-27,Seychelles,946,2022-11-23
2017-06-30,Seychelles,940,2022-11-23
2017-06-28,Seychelles,944,2022-11-23
2017-06-26,Seychelles,948,2022-11-23
2017-06-09,Seychelles,955,2022-11-23
2022-09-27,Sierra Leone,1338,2022-11-23
2022-09-24,Sierra Leone,1351,2022-11-23
2022-06-13,Sierra Leone,1357,2022-11-23
2022-06-09,Sierra Leone,1355,2022-11-23
2022-03-29,Sierra Leone,1359,2022-11-23
2022-03-27,Sierra Leone,1350,2022-11-23
2022-03-24,Sierra Leone,1340,2022-11-23
2022-01-20,Sierra Leone,1359,2022-11-23
2022-01-16,Sierra Leone,1378,2022-11-23
2022-01-11,Sierra Leone,1361,2022-11-23
2021-11-13,Sierra Leone,1339,2022-11-23
2021-10-09,Sierra Leone,1359,2022-11-23
2021-10-06,Sierra Leone,1343,2022-11-23
2021-08-26,Sierra Leone,1353,2022-11-23
2021-06-15,Sierra Leone,1351,2022-11-23
2021-04-28,Sierra Leone,1323,2022-11-23
2021-03-27,Sierra Leone,1353,2022-11-23
2020-11-17,Sierra Leone,1350,2022-11-23
2020-11-13,Sierra Leone,1338,2022-11-23
2020-10-13,Sierra Leone,1320,2022-11-23
2020-10-09,Sierra Leone,1329,2022-11-23
2018-09-09,Sierra Leone,1359,2022-11-23
2018-07-22,Sierra Leone,1379,2022-11-23
2018-03-17,Sierra Leone,1378,2022-11-23
2017-06-10,Sierra Leone,1380,2022-11-23
2017-06-05,Sierra Leone,1364,2022-11-23
2022-09-24,Singapore,1122,2022-11-23
2022-09-21,Singapore,1117,2022-11-23
2022-06-14,Singapore,1124,2022-11-23
2022-06-11,Singapore,1102,2022-11-23
2022-06-08,Singapore,1113,2022-11-23
2022-06-01,Singapore,1121,2022-11-23
2022-03-29,Singapore,1128,2022-11-23
2022-03-26,Singapore,1112,2022-11-23
2021-12-25,Singapore,1098,2022-11-23
2021-12-22,Singapore,1131,2022-11-23
2021-12-18,Singapore,1133,2022-11-23
2021-12-14,Singapore,1158,2022-11-23
2021-12-08,Singapore,1156,2022-11-23
2021-12-05,Singapore,1142,2022-11-23
2021-11-11,Singapore,1128,2022-11-23
2021-06-11,Singapore,1134,2022-11-23
2021-06-07,Singapore,1137,2022-11-23
2021-06-03,Singapore,1144,2022-11-23
2021-05-29,Singapore,1159,2022-11-23
2018-11-25,Singapore,1080,2022-11-23
2018-11-21,Singapore,1086,2022-11-23
2018-11-13,Singapore,1082,2022-11-23
2018-11-09,Singapore,1092,2022-11-23
2018-10-16,Singapore,1068,2022-11-23
2018-10-12,Singapore,1062,2022-11-23
2018-09-11,Singapore,1060,2022-11-23
2018-09-07,Singapore,1041,2022-11-23
2018-03-27,Singapore,1043,2022-11-23
2018-03-23,Singapore,1062,2022-11-23
2017-11-14,Singapore,1058,2022-11-23
2017-11-09,Singapore,1074,2022-11-23
2017-10-10,Singapore,1078,2022-11-23
2017-10-05,Singapore,1085,2022-11-23
2017-09-05,Singapore,1086,2022-11-23
2017-08-31,Singapore,1082,2022-11-23
2017-06-13,Singapore,1081,2022-11-23
2017-06-10,Singapore,1081,2022-11-23
2017-06-06,Singapore,1117,2022-11-23
2017-03-28,Singapore,1121,2022-11-23
2017-03-23,Singapore,1104,2022-11-23
2022-06-14,Sint Maarten,780,2022-11-23
2022-06-11,Sint Maarten,811,2022-11-23
2022-06-06,Sint Maarten,773,2022-11-23
2022-06-03,Sint Maarten,762,2022-11-23
2018-11-20,Sint Maarten,816,2022-11-23
2018-10-12,Sint Maarten,831,2022-11-23
2018-09-10,Sint Maarten,841,2022-11-23
2018-08-22,Sint Maarten,843,2022-11-23
2018-07-25,Sint Maarten,851,2022-11-23
2018-05-26,Sint Maarten,869,2022-11-23
2022-11-20,Slovakia,1580,2022-11-23
2022-11-17,Slovakia,1579,2022-11-23
2022-09-25,Slovakia,1577,2022-11-23
2022-09-22,Slovakia,1591,2022-11-23
2022-06-13,Slovakia,1627,2022-11-23
2022-06-10,Slovakia,1656,2022-11-23
2022-06-06,Slovakia,1649,2022-11-23
2022-06-03,Slovakia,1686,2022-11-23
2022-03-29,Slovakia,1676,2022-11-23
2022-03-25,Slovakia,1659,2022-11-23
2021-11-14,Slovakia,1667,2022-11-23
2021-11-11,Slovakia,1655,2022-11-23
2021-10-11,Slovakia,1664,2022-11-23
2021-10-08,Slovakia,1650,2022-11-23
2021-09-07,Slovakia,1660,2022-11-23
2021-09-04,Slovakia,1656,2022-11-23
2021-09-01,Slovakia,1673,2022-11-23
2021-06-23,Slovakia,1670,2022-11-23
2021-06-18,Slovakia,1678,2022-11-23
2021-06-14,Slovakia,1691,2022-11-23
2021-06-06,Slovakia,1656,2022-11-23
2021-06-01,Slovakia,1651,2022-11-23
2021-03-30,Slovakia,1655,2022-11-23
2021-03-27,Slovakia,1634,2022-11-23
2021-03-24,Slovakia,1652,2022-11-23
2020-11-18,Slovakia,1664,2022-11-23
2020-11-15,Slovakia,1681,2022-11-23
2020-11-12,Slovakia,1665,2022-11-23
2020-10-14,Slovakia,1641,2022-11-23
2020-10-11,Slovakia,1672,2022-11-23
2020-10-08,Slovakia,1688,2022-11-23
2020-09-07,Slovakia,1693,2022-11-23
2020-09-04,Slovakia,1696,2022-11-23
2018-11-19,Slovakia,1748,2022-11-23
2018-11-16,Slovakia,1765,2022-11-23
2018-10-16,Slovakia,1733,2022-11-23
2018-10-13,Slovakia,1728,2022-11-23
2018-09-09,Slovakia,1758,2022-11-23
2018-09-05,Slovakia,1772,2022-11-23
2018-06-04,Slovakia,1752,2022-11-23
2018-05-31,Slovakia,1763,2022-11-23
2018-03-25,Slovakia,1762,2022-11-23
2018-03-22,Slovakia,1756,2022-11-23
2017-11-14,Slovakia,1748,2022-11-23
2017-11-10,Slovakia,1744,2022-11-23
2017-10-08,Slovakia,1752,2022-11-23
2017-10-05,Slovakia,1750,2022-11-23
2017-09-04,Slovakia,1768,2022-11-23
2017-09-01,Slovakia,1776,2022-11-23
2017-06-10,Slovakia,1767,2022-11-23
2017-03-26,Slovakia,1757,2022-11-23
2022-11-20,Slovenia,1667,2022-11-23
2022-11-17,Slovenia,1663,2022-11-23
2022-09-27,Slovenia,1651,2022-11-23
2022-09-24,Slovenia,1640,2022-11-23
2022-06-12,Slovenia,1615,2022-11-23
2022-06-09,Slovenia,1607,2022-11-23
2022-06-05,Slovenia,1593,2022-11-23
2022-06-02,Slovenia,1603,2022-11-23
2022-03-29,Slovenia,1626,2022-11-23
2022-03-26,Slovenia,1622,2022-11-23
2021-11-14,Slovenia,1616,2022-11-23
2021-11-11,Slovenia,1613,2022-11-23
2021-10-11,Slovenia,1604,2022-11-23
2021-10-08,Slovenia,1622,2022-11-23
2021-09-07,Slovenia,1608,2022-11-23
2021-09-04,Slovenia,1617,2022-11-23
2021-09-01,Slovenia,1614,2022-11-23
2021-06-04,Slovenia,1617,2022-11-23
2021-06-01,Slovenia,1616,2022-11-23
2021-03-30,Slovenia,1614,2022-11-23
2021-03-27,Slovenia,1645,2022-11-23
2021-03-24,Slovenia,1655,2022-11-23
2020-11-18,Slovenia,1628,2022-11-23
2020-11-15,Slovenia,1622,2022-11-23
2020-11-11,Slovenia,1613,2022-11-23
2020-10-14,Slovenia,1621,2022-11-23
2020-10-11,Slovenia,1607,2022-11-23
2020-10-07,Slovenia,1585,2022-11-23
2020-09-06,Slovenia,1585,2022-11-23
2020-09-03,Slovenia,1582,2022-11-23
2018-11-19,Slovenia,1561,2022-11-23
2018-11-16,Slovenia,1551,2022-11-23
2018-10-16,Slovenia,1551,2022-11-23
2018-10-13,Slovenia,1563,2022-11-23
2018-09-09,Slovenia,1574,2022-11-23
2018-09-06,Slovenia,1600,2022-11-23
2018-06-02,Slovenia,1626,2022-11-23
2018-03-27,Slovenia,1606,2022-11-23
2018-03-23,Slovenia,1629,2022-11-23
2017-10-08,Slovenia,1639,2022-11-23
2017-10-05,Slovenia,1640,2022-11-23
2017-09-04,Slovenia,1644,2022-11-23
2017-09-01,Slovenia,1633,2022-11-23
2017-06-10,Slovenia,1642,2022-11-23
2017-03-26,Slovenia,1639,2022-11-23
2022-09-30,Solomon Islands,1208,2022-11-23
2022-09-24,Solomon Islands,1228,2022-11-23
2022-09-21,Solomon Islands,1226,2022-11-23
2022-03-30,Solomon Islands,1207,2022-11-23
2022-03-27,Solomon Islands,1217,2022-11-23
2022-03-24,Solomon Islands,1197,2022-11-23
2022-03-17,Solomon Islands,1165,2022-11-23
2018-09-05,Solomon Islands,1206,2022-11-23
2018-08-29,Solomon Islands,1202,2022-11-23
2017-12-15,Solomon Islands,1199,2022-11-23
2017-12-12,Solomon Islands,1214,2022-11-23
2017-12-09,Solomon Islands,1189,2022-11-23
2017-12-06,Solomon Islands,1182,2022-11-23
2017-12-02,Solomon Islands,1180,2022-11-23
2017-09-05,Solomon Islands,1177,2022-11-23
2017-09-01,Solomon Islands,1164,2022-11-23
2017-07-28,Solomon Islands,1169,2022-11-23
2017-06-13,Solomon Islands,1171,2022-11-23
2017-06-09,Solomon Islands,1147,2022-11-23
2017-05-28,Solomon Islands,1133,2022-11-23
2017-05-25,Solomon Islands,1138,2022-11-23
2022-03-27,Somalia,899,2022-11-23
2022-03-23,Somalia,903,2022-11-23
2021-06-20,Somalia,912,2022-11-23
2021-06-15,Somalia,913,2022-11-23
2022-11-20,South Africa,1543,2022-11-23
2022-11-17,South Africa,1549,2022-11-23
2022-09-27,South Africa,1546,2022-11-23
2022-09-24,South Africa,1542,2022-11-23
2022-07-17,South Africa,1536,2022-11-23
2022-07-15,South Africa,1528,2022-11-23
2022-07-13,South Africa,1523,2022-11-23
2022-06-09,South Africa,1538,2022-11-23
2022-03-29,South Africa,1544,2022-11-23
2022-03-25,South Africa,1545,2022-11-23
2021-11-14,South Africa,1550,2022-11-23
2021-11-11,South Africa,1563,2022-11-23
2021-10-12,South Africa,1558,2022-11-23
2021-10-09,South Africa,1553,2022-11-23
2021-09-06,South Africa,1530,2022-11-23
2021-09-03,South Africa,1510,2022-11-23
2021-07-18,South Africa,1513,2022-11-23
2021-07-16,South Africa,1508,2022-11-23
2021-07-14,South Africa,1495,2022-11-23
2021-07-13,South Africa,1504,2022-11-23
2021-07-08,South Africa,1497,2022-11-23
2021-07-06,South Africa,1493,2022-11-23
2021-06-10,South Africa,1487,2022-11-23
2021-03-28,South Africa,1480,2022-11-23
2021-03-25,South Africa,1516,2022-11-23
2020-11-16,South Africa,1517,2022-11-23
2020-11-13,South Africa,1514,2022-11-23
2020-10-11,South Africa,1511,2022-11-23
2020-10-08,South Africa,1526,2022-11-23
2018-11-20,South Africa,1550,2022-11-23
2018-11-17,South Africa,1547,2022-11-23
2018-10-16,South Africa,1542,2022-11-23
2018-10-13,South Africa,1560,2022-11-23
2018-09-08,South Africa,1558,2022-11-23
2018-06-08,South Africa,1568,2022-11-23
2018-06-05,South Africa,1558,2022-11-23
2018-06-03,South Africa,1546,2022-11-23
2018-03-24,South Africa,1560,2022-11-23
2018-03-21,South Africa,1534,2022-11-23
2017-11-14,South Africa,1545,2022-11-23
2017-11-10,South Africa,1551,2022-11-23
2017-10-07,South Africa,1577,2022-11-23
2017-09-05,South Africa,1550,2022-11-23
2017-09-01,South Africa,1582,2022-11-23
2017-07-07,South Africa,1607,2022-11-23
2017-07-04,South Africa,1602,2022-11-23
2017-07-02,South Africa,1598,2022-11-23
2017-06-13,South Africa,1634,2022-11-23
2017-06-10,South Africa,1651,2022-11-23
2017-03-28,South Africa,1608,2022-11-23
2017-03-25,South Africa,1617,2022-11-23
2022-06-09,South Sudan,1104,2022-11-23
2022-06-04,South Sudan,1107,2022-11-23
2022-05-29,South Sudan,1112,2022-11-23
2022-03-27,South Sudan,1107,2022-11-23
2022-03-23,South Sudan,1098,2022-11-23
2022-01-31,South Sudan,1083,2022-11-23
2022-01-27,South Sudan,1084,2022-11-23
2021-10-12,South Sudan,1087,2022-11-23
2021-10-06,South Sudan,1092,2022-11-23
2021-03-29,South Sudan,1082,2022-11-23
2021-03-24,South Sudan,1083,2022-11-23
2021-03-13,South Sudan,1091,2022-11-23
2020-11-16,South Sudan,1093,2022-11-23
2020-11-12,South Sudan,1056,2022-11-23
2018-11-16,South Sudan,1022,2022-11-23
2018-10-16,South Sudan,1038,2022-11-23
2018-10-12,South Sudan,1045,2022-11-23
2018-09-09,South Sudan,1049,2022-11-23
2017-12-11,South Sudan,1057,2022-11-23
2017-12-08,South Sudan,1043,2022-11-23
2017-12-05,South Sudan,1049,2022-11-23
2017-06-10,South Sudan,1065,2022-11-23
2017-03-28,South Sudan,1074,2022-11-23
2017-03-22,South Sudan,1065,2022-11-23
2022-11-17,Spain,2048,2022-11-23
2022-09-27,Spain,2045,2022-11-23
2022-09-24,Spain,2019,2022-11-23
2022-06-12,Spain,2052,2022-11-23
2022-06-09,Spain,2043,2022-11-23
2022-06-05,Spain,2026,2022-11-23
2022-06-02,Spain,2031,2022-11-23
2022-03-29,Spain,2039,2022-11-23
2022-03-26,Spain,2038,2022-11-23
2021-11-14,Spain,2037,2022-11-23
2021-11-11,Spain,2031,2022-11-23
2021-10-10,Spain,2023,2022-11-23
2021-10-06,Spain,2045,2022-11-23
2021-09-08,Spain,2009,2022-11-23
2021-09-05,Spain,2003,2022-11-23
2021-09-02,Spain,2001,2022-11-23
2021-07-06,Spain,2024,2022-11-23
2021-07-02,Spain,2019,2022-11-23
2021-06-28,Spain,2027,2022-11-23
2021-06-23,Spain,2005,2022-11-23
2021-06-19,Spain,1997,2022-11-23
2021-06-14,Spain,2016,2022-11-23
2021-06-08,Spain,2033,2022-11-23
2021-06-04,Spain,2033,2022-11-23
2021-03-31,Spain,2036,2022-11-23
2021-03-28,Spain,2035,2022-11-23
2021-03-25,Spain,2032,2022-11-23
2020-11-17,Spain,2050,2022-11-23
2020-11-14,Spain,2024,2022-11-23
2020-11-11,Spain,2027,2022-11-23
2020-10-13,Spain,2026,2022-11-23
2020-10-10,Spain,2053,2022-11-23
2020-10-07,Spain,2046,2022-11-23
2020-09-06,Spain,2044,2022-11-23
2020-09-03,Spain,2030,2022-11-23
2018-11-18,Spain,2011,2022-11-23
2018-11-15,Spain,2008,2022-11-23
2018-10-15,Spain,2029,2022-11-23
2018-10-11,Spain,2062,2022-11-23
2018-09-11,Spain,2052,2022-11-23
2018-09-08,Spain,2030,2022-11-23
2018-07-01,Spain,2010,2022-11-23
2018-06-25,Spain,2028,2022-11-23
2018-06-20,Spain,2051,2022-11-23
2018-06-15,Spain,2038,2022-11-23
2018-06-09,Spain,2044,2022-11-23
2018-06-03,Spain,2042,2022-11-23
2018-03-27,Spain,2048,2022-11-23
2018-03-23,Spain,2036,2022-11-23
2017-11-14,Spain,2031,2022-11-23
2017-11-11,Spain,2037,2022-11-23
2017-10-09,Spain,2033,2022-11-23
2017-10-06,Spain,2029,2022-11-23
2017-09-05,Spain,2026,2022-11-23
2017-09-02,Spain,2025,2022-11-23
2017-06-11,Spain,2003,2022-11-23
