date,team,opponent,GF,GA,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,dr_pre,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent
2020-09-06,Serbia,Turkey,0,0,4,1,3,2,9,5,1771,1815,FALSE,56,0,5,3,2,0,4
2018-11-20,Serbia,Lithuania,4,1,4,1,2,3,7,3,1805,1608,FALSE,297,2,3,5,0,2,12
2018-11-17,Serbia,Montenegro,2,1,3,2,2,3,5,4,1798,1730,FALSE,168,2,3,3,2,6,5
2018-09-10,Serbia,Romania,2,2,4,1,3,2,8,5,1780,1384,FALSE,496,4,1,2,3,8,3
2018-06-17,Serbia,Costa Rica,1,0,4,1,4,1,9,5,1778,1661,FALSE,117,3,2,3,2,5,7
2018-06-09,Serbia,Bolivia,5,1,4,1,3,2,6,4,1764,1867,FALSE,-103,2,3,4,1,3,9
2018-03-27,Serbia,Nigeria,2,0,5,0,3,2,7,6,1758,1703,FALSE,55,5,0,3,2,8,4
2018-11-17,Seychelles,Libya,1,8,2,3,4,1,2,12,978,1542,FALSE,-464,3,2,3,2,4,8
2018-10-16,Seychelles,South Africa,0,0,3,2,5,0,3,13,960,1560,FALSE,-500,3,2,1,4,13,1
2018-09-08,Seychelles,Nigeria,0,3,3,2,4,1,3,10,964,1315,FALSE,-251,3,2,4,1,4,7
2018-03-27,Seychelles,Swaziland,0,0,,,,,,,940,1450,FALSE,-410,2,3,3,2,2,4
2022-03-29,Sierra Leone,Congo,2,1,2,3,3,2,3,6,1350,1333,FALSE,17,4,1,5,0,4,9
2022-03-27,Sierra Leone,Liberia,1,0,1,4,4,1,2,8,1340,1345,FALSE,-5,2,3,5,0,4,10
2021-10-09,Sierra Leone,Gambia,2,1,2,3,2,3,2,3,1343,1092,FALSE,251,3,2,2,3,4,2
2021-10-06,Sierra Leone,South Sudan,1,1,1,4,1,4,1,2,1353,1328,FALSE,25,1,4,4,1,1,4
2021-06-15,Sierra Leone,Benin,1,0,1,4,3,2,4,7,1323,1359,FALSE,-36,3,2,2,3,5,3
2021-04-28,Sierra Leone,Liberia,0,2,2,3,3,2,5,7,1353,1295,FALSE,158,5,0,4,1,6,7
2020-11-17,Sierra Leone,Nigeria,0,0,2,3,4,1,5,8,1338,1683,FALSE,-245,3,2,4,1,6,7
2022-06-14,Singapore,Myanmar,6,2,3,2,4,1,5,6,1102,1300,FALSE,-198,1,4,4,1,2,11
2022-03-29,Singapore,Philippines,2,0,4,1,4,1,7,8,1112,1152,FALSE,60,4,1,4,1,12,8
2022-03-26,Singapore,Malaysia,2,1,4,1,4,1,7,8,1098,1228,FALSE,-30,4,1,3,2,10,8
2021-12-25,Singapore,Indonesia,2,4,4,1,3,2,8,4,1131,1195,FALSE,36,4,1,4,1,14,5
2021-12-22,Singapore,Indonesia,1,1,4,1,3,2,8,5,1133,1336,FALSE,-103,4,1,4,1,17,5
2021-12-18,Singapore,Thailand,0,2,4,1,3,2,8,6,1158,623,FALSE,635,4,1,3,2,9,5
2021-12-14,Singapore,East Timor,2,0,3,2,4,1,6,11,1156,1124,FALSE,132,2,3,5,0,3,20
2021-12-08,Singapore,Philippines,2,1,2,3,4,1,4,14,1142,977,FALSE,265,4,1,4,1,7,9
2021-12-05,Singapore,Myanmar,3,0,2,3,5,0,2,15,1128,1280,FALSE,-52,3,2,5,0,3,28
2018-11-21,Singapore,East Timor,6,1,4,1,2,3,7,2,1082,1196,FALSE,-14,3,2,5,0,5,16
2018-11-09,Singapore,Indonesia,1,0,4,1,3,2,7,3,1068,796,FALSE,372,5,0,3,2,8,6
2018-10-12,Singapore,Mongolia,2,0,3,2,4,1,6,7,1060,1209,FALSE,-49,4,1,4,1,16,6
2018-09-11,Singapore,Fiji,2,0,2,3,5,0,4,8,1041,1076,FALSE,65,4,1,4,1,11,6
2018-09-07,Singapore,Mauritius,1,1,2,3,5,0,4,9,1043,996,FALSE,147,3,2,2,3,4,7
2018-03-23,Singapore,Maldives,3,2,3,2,5,0,3,10,1058,1398,FALSE,-240,4,1,4,1,5,18
2022-06-11,Sint Maarten,Turks and Caicos Islands,8,2,2,3,5,0,3,30,773,976,FALSE,-203,4,1,5,0,7,22
2022-06-03,Sint Maarten,US Virgin Islands,1,1,2,3,5,0,3,31,816,1044,FALSE,-228,0,5,5,0,0,16
2018-08-22,Sint Maarten,Anguilla,1,1,,,,,,,851,625,FALSE,326,,,,,,
2018-07-25,Sint Maarten,British Virgin Islands,2,3,,,,,,,869,731,FALSE,238,,,,,,
2022-11-20,Slovakia,Chile,0,0,5,0,4,1,6,7,1579,1544,FALSE,135,1,4,4,1,2,7
2022-09-25,Slovakia,Belarus,1,1,4,1,3,2,4,5,1591,1357,FALSE,334,2,3,4,1,2,6
2022-09-22,Slovakia,Azerbaijan,1,2,4,1,2,3,5,3,1627,1420,FALSE,307,1,4,3,2,2,4
2022-06-06,Slovakia,Kazakhstan,0,1,4,1,2,3,11,4,1686,1464,FALSE,322,3,2,3,2,5,10
2022-06-03,Slovakia,Belarus,1,0,4,1,3,2,12,6,1676,1700,FALSE,-24,4,1,2,3,6,7
2022-03-29,Slovakia,Finland,2,0,3,2,4,1,10,7,1659,1741,FALSE,-82,4,1,4,1,7,6
2021-11-11,Slovakia,Slovenia,2,2,3,2,4,1,5,5,1664,1842,FALSE,-78,4,1,3,2,7,6
2021-09-07,Slovakia,Cyprus,2,0,2,3,5,0,3,9,1656,1842,FALSE,-86,1,4,4,1,1,10
2021-09-04,Slovakia,Croatia,0,1,2,3,4,1,3,8,1673,1614,FALSE,159,3,2,4,1,7,8
2021-06-14,Slovakia,Poland,2,1,3,2,3,2,5,4,1656,1747,FALSE,-91,5,0,4,1,10,8
2021-03-30,Slovakia,Russia,2,1,3,2,3,2,5,5,1634,1228,FALSE,506,3,2,4,1,7,10
2021-03-27,Slovakia,Malta,2,2,3,2,3,2,5,6,1652,1338,FALSE,414,5,0,3,2,9,5
2020-11-15,Slovakia,Scotland,1,0,3,2,4,1,5,6,1665,1593,FALSE,172,4,1,2,3,5,2
2020-10-14,Slovakia,Israel,2,3,2,3,4,1,2,6,1672,1667,FALSE,105,4,1,4,1,5,7
2020-10-08,Slovakia,Ireland,0,0,4,1,5,0,7,7,1693,1552,FALSE,241,1,4,3,2,1,3
2020-09-04,Slovakia,Czechia,1,3,3,2,5,0,6,6,1748,1729,FALSE,119,4,1,3,2,5,7
2018-11-16,Slovakia,Ukraine,4,1,4,1,4,1,6,6,1733,1814,FALSE,19,5,0,3,2,9,3
2018-10-13,Slovakia,Czechia,1,2,4,1,4,1,8,6,1758,1789,FALSE,69,4,1,4,1,7,12
2018-09-05,Slovakia,Denmark,3,0,5,0,4,1,8,6,1752,1723,FALSE,129,4,1,2,3,5,2
2018-05-31,Slovakia,Netherlands,1,1,5,0,3,2,10,5,1762,1396,FALSE,466,4,1,1,4,9,1
2018-03-22,Slovakia,United Arab Emirates,2,1,4,1,3,2,6,5,1748,1581,FALSE,167,1,4,0,5,1,0
2022-11-20,Slovenia,Montenegro,1,0,4,1,4,1,7,5,1663,1603,FALSE,160,3,2,4,1,6,6
2022-09-24,Slovenia,Norway,2,1,2,3,3,2,3,8,1615,1841,FALSE,-126,4,1,2,3,15,3
2022-06-12,Slovenia,Serbia,2,2,2,3,3,2,2,7,1607,1791,FALSE,-84,3,2,3,2,6,5
2022-06-02,Slovenia,Sweden,0,2,4,1,4,1,6,6,1626,1663,FALSE,63,2,3,3,2,3,5
2021-11-14,Slovenia,Cyprus,2,1,4,1,3,2,8,7,1613,1655,FALSE,58,1,4,5,0,2,15
2021-10-11,Slovenia,Russia,1,2,4,1,2,3,12,4,1622,1240,FALSE,482,4,1,1,4,6,4
2021-09-04,Slovenia,Malta,1,0,4,1,4,1,9,5,1614,1673,FALSE,41,3,2,4,1,6,10
2021-09-01,Slovenia,Slovakia,1,1,4,1,3,2,9,4,1617,1087,FALSE,630,2,3,4,1,3,8
2021-06-04,Slovenia,Gibraltar,6,0,3,2,3,2,3,4,1616,1598,FALSE,118,2,3,4,1,2,15
2021-03-24,Slovenia,Croatia,1,0,3,2,1,4,7,1,1628,1627,FALSE,101,5,0,5,0,9,11
2020-11-15,Slovenia,Kosovo,2,1,4,1,0,5,10,0,1613,1370,FALSE,343,3,2,4,1,3,7
2020-11-11,Slovenia,Azerbaijan,0,0,4,1,0,5,10,0,1621,1233,FALSE,488,2,3,3,2,2,8
2020-10-07,Slovenia,San Marino,4,0,4,1,3,2,4,3,1585,1251,FALSE,434,0,5,5,0,0,9
2020-09-06,Slovenia,Moldova,1,0,3,2,4,1,3,4,1582,1612,FALSE,70,3,2,3,2,3,3
2020-09-03,Slovenia,Greece,0,0,4,1,5,0,4,6,1561,1629,FALSE,32,3,2,3,2,3,5
2018-11-16,Slovenia,Norway,1,1,4,1,4,1,5,6,1551,1428,FALSE,223,4,1,1,4,5,1
2018-10-16,Slovenia,Cyprus,1,1,3,2,4,1,4,7,1563,1643,FALSE,20,2,3,4,1,3,8
2018-09-06,Slovenia,Bulgaria,1,2,2,3,4,1,4,8,1626,1597,FALSE,129,3,2,4,1,4,4
2018-03-27,Slovenia,Belarus,0,2,2,3,4,1,6,7,1629,1719,FALSE,10,5,0,4,1,6,11
2022-09-21,Solomon Islands,New Caledonia,1,0,4,1,4,1,9,9,1207,1557,FALSE,-350,3,2,5,0,4,13
2022-03-27,Solomon Islands,Papua New Guinea,3,2,5,0,4,1,12,6,1197,1162,FALSE,35,4,1,4,1,6,7
2022-03-24,Solomon Islands,Tahiti,3,1,5,0,3,2,10,5,1165,683,FALSE,482,,,,,,
2022-03-17,Solomon Islands,Cook Islands,2,0,5,0,3,2,14,5,1206,1228,FALSE,-22,,,,,,
2022-11-20,South Africa,Angola,1,1,5,0,3,2,11,3,1549,1322,FALSE,327,4,1,3,2,8,3
2022-11-17,South Africa,Mozambique,2,1,4,1,2,3,9,2,1546,1373,FALSE,273,3,2,3,2,3,3
2022-09-27,South Africa,Botswana,1,0,4,1,3,2,9,4,1542,1351,FALSE,291,5,0,2,3,6,3
2022-09-24,South Africa,Sierra Leone,4,0,3,2,4,1,5,9,1536,1377,FALSE,259,4,1,4,1,6,8
2022-07-17,South Africa,Botswana,2,1,2,3,3,2,3,8,1528,1283,FALSE,345,5,0,1,4,6,1
2022-07-15,South Africa,Madagascar,2,1,1,4,3,2,1,8,1523,1327,FALSE,296,2,3,5,0,2,9
2022-07-13,South Africa,Mozambique,0,0,2,3,3,2,2,8,1538,1735,FALSE,-97,4,1,4,1,4,5
2021-11-11,South Africa,Zimbabwe,1,0,3,2,1,4,5,1,1558,1323,FALSE,335,2,3,4,1,2,7
2021-10-12,South Africa,Ethiopia,1,0,3,2,1,4,7,1,1553,1328,FALSE,325,3,2,3,2,4,5
2021-09-06,South Africa,Ghana,1,0,2,3,0,5,7,0,1510,1361,FALSE,249,3,2,3,2,5,3
2021-07-18,South Africa,Senegal,0,0,4,1,0,5,9,0,1508,1324,FALSE,284,5,0,4,1,8,6
2021-07-16,South Africa,Mozambique,3,0,4,1,1,4,9,2,1495,1447,FALSE,148,3,2,2,3,4,2
2021-07-14,South Africa,Zambia,0,0,4,1,2,3,9,4,1504,1204,FALSE,400,4,1,4,1,6,7
2021-07-13,South Africa,Lesotho,4,0,4,1,3,2,6,5,1497,1185,FALSE,412,2,3,4,1,3,9
2021-07-08,South Africa,Eswatini,1,0,4,1,4,1,9,7,1493,1286,FALSE,307,5,0,4,1,7,6
2021-07-06,South Africa,Botswana,1,0,4,1,4,1,10,7,1487,1453,FALSE,134,3,2,4,1,3,9
2021-06-10,South Africa,Uganda,3,2,4,1,4,1,8,7,1480,1386,FALSE,194,1,4,2,3,1,2
2021-03-25,South Africa,Ghana,1,1,5,0,4,1,9,6,1517,1086,FALSE,531,3,2,3,2,9,5
2020-11-16,South Africa,SÃ£o TomÃ© and PrÃ­ncipe,4,2,5,0,4,1,6,5,1514,1089,FALSE,525,,,,,,
2020-11-13,South Africa,SÃ£o TomÃ© and PrÃ­ncipe,2,0,4,1,4,1,4,5,1511,1441,FALSE,170,,,,,,
2020-10-11,South Africa,Zambia,1,2,4,1,3,2,9,3,1526,1338,FALSE,288,4,1,4,1,5,6
2020-10-08,South Africa,Namibia,1,1,3,2,2,3,8,2,1550,1725,FALSE,-75,3,2,3,2,4,3
2018-11-20,South Africa,Paraguay,1,1,3,2,1,4,10,1,1547,1721,FALSE,-74,3,2,5,0,5,9
2018-11-17,South Africa,Nigeria,1,1,3,2,1,4,13,1,1542,978,FALSE,664,5,0,3,2,13,5
2018-10-13,South Africa,Seychelles,6,0,3,2,1,4,9,1,1558,1485,FALSE,173,3,2,4,1,3,7
2018-09-08,South Africa,Libya,0,0,4,1,2,3,10,2,1568,1340,FALSE,328,2,3,1,4,2,1
2018-06-08,South Africa,Botswana,3,0,4,1,3,2,8,4,1558,1365,FALSE,293,5,0,3,2,12,3
2018-06-05,South Africa,Namibia,4,1,3,2,3,2,4,5,1546,1378,FALSE,268,2,3,4,1,5,4
2018-06-03,South Africa,Madagascar,0,0,4,1,4,1,7,6,1560,1470,FALSE,190,3,2,3,2,4,3
2022-05-29,South Sudan,Sudan,0,0,4,1,4,1,7,9,1107,864,FALSE,243,2,3,3,2,2,5
2022-03-27,South Sudan,Djibouti,1,0,4,1,5,0,7,10,1098,873,FALSE,225,2,3,5,0,4,21
2022-03-23,South Sudan,Djibouti,4,2,3,2,5,0,3,9,1083,1544,FALSE,-461,2,3,5,0,4,21
2020-11-16,South Sudan,Uganda,1,0,1,4,5,0,2,13,1056,1522,FALSE,-466,4,1,0,5,7,0
2018-11-16,South Sudan,Burundi,2,5,1,4,4,1,1,12,1038,1427,FALSE,-289,4,1,4,1,4,5
2018-10-16,South Sudan,Gabon,0,1,1,4,4,1,1,14,1045,1420,FALSE,-275,3,2,2,3,5,2
2018-09-09,South Sudan,Mali,0,3,2,3,3,2,7,11,1057,1342,FALSE,-185,1,4,2,3,1,7
2022-11-27,Spain,Germany,,,,,,,,,,,TRUE,,,,,,,
2022-11-23,Spain,Costa Rica,,,5,0,2,3,8,3,2048,1590,TRUE,458,5,0,2,3,9,3
2022-09-24,Spain,Switzerland,1,2,5,0,2,3,11,3,2052,1827,FALSE,325,3,2,4,1,3,8
2022-06-12,Spain,Czechia,2,0,5,0,3,2,11,4,2043,1864,FALSE,279,3,2,5,0,5,7
2022-06-02,Spain,Portugal,1,1,5,0,2,3,10,3,2039,1541,FALSE,598,4,1,2,3,11,3
2022-03-29,Spain,Iceland,5,0,5,0,3,2,7,4,2038,1585,FALSE,553,4,1,4,1,4,10
2022-03-26,Spain,Albania,2,1,5,0,2,3,7,3,2037,1821,FALSE,316,3,2,2,3,7,6
2021-11-14,Spain,Sweden,1,0,5,0,2,3,10,3,2031,1686,FALSE,445,4,1,3,2,8,5
2021-09-05,Spain,Georgia,4,0,5,0,4,1,13,7,2001,1887,FALSE,214,3,2,5,0,4,8
2021-07-02,Spain,Switzerland,1,1,4,1,2,3,15,4,2027,1825,FALSE,202,4,1,4,1,14,8
2021-06-28,Spain,Croatia,5,3,3,2,1,4,10,1,2005,1670,FALSE,335,3,2,5,0,5,5
2021-06-23,Spain,Slovakia,5,0,3,2,2,3,8,2,1997,1780,FALSE,317,3,2,4,1,5,4
2021-06-19,Spain,Poland,1,1,3,2,2,3,9,2,2016,1866,FALSE,250,5,0,4,1,8,7
2021-06-14,Spain,Sweden,0,0,4,1,3,2,10,3,2033,1319,FALSE,814,5,0,1,4,10,1
2021-06-08,Spain,Lithuania,4,0,4,1,3,2,12,3,2033,2038,FALSE,95,1,4,5,0,1,11
2021-06-04,Spain,Portugal,0,0,5,0,4,1,13,4,2036,1483,FALSE,653,4,1,4,1,9,6
2021-03-31,Spain,Kosovo,3,1,5,0,4,1,11,4,2035,1501,FALSE,634,4,1,3,2,7,7
2021-03-25,Spain,Greece,1,1,4,1,3,2,9,3,2050,1956,FALSE,194,3,2,1,4,6,1
2020-11-17,Spain,Germany,6,0,3,2,3,2,3,3,2024,1871,FALSE,253,5,0,4,1,12,8
2020-10-10,Spain,Switzerland,1,0,4,1,2,3,8,4,2046,2029,FALSE,117,4,1,5,0,8,8
2020-09-06,Spain,Ukraine,4,0,5,0,4,1,10,8,2030,1963,FALSE,167,4,1,3,2,5,6
2018-11-18,Spain,Bosnia and Herzegovina,1,0,5,0,4,1,16,8,2008,1939,FALSE,169,3,2,1,4,5,1
2018-10-15,Spain,England,2,3,5,0,4,1,15,5,2062,1772,FALSE,390,3,2,3,2,3,6
2018-09-11,Spain,Croatia,6,0,5,0,4,1,9,7,2030,1893,FALSE,237,5,0,5,0,8,9
2018-06-20,Spain,IR Iran,1,0,5,0,4,1,12,6,2038,1975,FALSE,63,5,0,2,3,6,3
2018-06-09,Spain,Tunisia,1,0,5,0,4,1,16,6,2042,1885,FALSE,157,4,1,2,3,6,4
2018-06-03,Spain,Switzerland,1,1,5,0,3,2,16,5,2048,1984,FALSE,164,3,2,1,4,8,2
2018-03-27,Spain,Argentina,6,1,5,0,2,3,13,4,2036,2104,FALSE,32,4,1,2,3,8,5
2021-11-19,Sri Lanka,Seychelles,3,3,2,3,4,1,6,7,674,854,FALSE,-80,4,1,3,2,4,16
2021-11-16,Sri Lanka,Bangladesh,2,1,2,3,4,1,6,9,654,902,FALSE,-148,4,1,5,0,5,6
2021-11-13,Sri Lanka,Seychelles,0,1,2,3,4,1,6,9,664,919,FALSE,-155,4,1,5,0,5,19
2021-11-09,Sri Lanka,Maldives,4,4,1,4,4,1,2,10,657,945,FALSE,-188,4,1,3,2,5,5
2018-10-12,Sri Lanka,Malaysia,1,4,,,,,,,715,930,FALSE,-115,4,1,3,2,12,5
2022-06-08,Sudan,Democratic Republic of Congo,2,1,1,4,3,2,1,5,1278,1356,FALSE,22,3,2,4,1,4,7
2022-01-02,Sudan,Zimbabwe,0,0,1,4,4,1,2,13,1311,1350,FALSE,-39,2,3,5,0,2,7
2021-09-07,Sudan,Guinea-Bissau,2,4,3,2,3,2,5,5,1394,1689,FALSE,-195,3,2,4,1,7,5
2021-08-26,Sudan,Niger,3,0,4,1,3,2,7,5,1389,1248,FALSE,141,2,3,4,1,3,6
2021-06-19,Sudan,Libya,1,0,4,1,2,3,8,3,1386,1490,FALSE,-104,2,3,5,0,4,11
2021-06-13,Sudan,Zambia,0,1,4,1,2,3,8,4,1396,1480,FALSE,16,5,0,4,1,10,11
2021-06-11,Sudan,Zambia,3,2,4,1,2,3,7,4,1386,1480,FALSE,6,4,1,4,1,8,9
2021-03-28,Sudan,South Africa,2,0,4,1,3,2,6,5,1350,1068,FALSE,382,5,0,4,1,9,6
2020-11-17,Sudan,Ghana,1,0,3,2,4,1,5,8,1300,1639,FALSE,-239,3,2,3,2,9,5
2020-10-12,Sudan,Togo,1,1,4,1,3,2,9,6,1303,1625,FALSE,-322,4,1,3,2,5,7
2018-10-16,Sudan,Senegal,0,1,,,,,,,1233,1750,FALSE,-417,4,1,4,1,9,6
2022-11-19,Suriname,French Guiana,1,3,4,1,5,0,5,11,1327,1257,FALSE,170,5,0,3,2,10,4
2022-09-22,Suriname,Nicaragua,2,1,3,2,5,0,3,11,1318,1833,FALSE,-515,5,0,3,2,11,4
2022-06-04,Suriname,Jamaica,1,1,4,1,4,1,6,6,1323,1274,FALSE,149,3,2,5,0,5,10
2022-02-01,Suriname,Guyana,2,1,3,2,4,1,4,9,1338,1077,FALSE,361,1,4,3,2,1,9
2022-01-28,Suriname,Barbados,1,0,3,2,4,1,9,9,1335,1213,FALSE,222,4,1,4,1,4,11
2021-07-20,Suriname,Guadeloupe,2,1,3,2,3,2,13,8,1316,1641,FALSE,-325,5,0,4,1,7,7
2021-06-04,Suriname,Bermuda,6,0,4,1,1,4,15,2,1325,885,FALSE,540,3,2,2,3,9,7
2021-03-27,Suriname,Aruba,6,0,4,1,1,4,13,2,1318,910,FALSE,408,,,,,,
2021-03-24,Suriname,Cayman Islands,3,0,4,1,2,3,12,6,1258,1570,FALSE,-212,,,,,,
2018-10-13,Suriname,British Virgin Islands,5,0,,,,,,,1261,1031,FALSE,330,,,,,,
2022-11-19,Sweden,Algeria,2,0,4,1,5,0,6,10,1748,1809,FALSE,39,5,0,3,2,8,3
2022-11-16,Sweden,Mexico,2,1,4,1,5,0,5,11,1736,1651,FALSE,85,4,1,3,2,8,5
2022-09-27,Sweden,Slovenia,1,1,4,1,4,1,6,10,1747,1860,FALSE,-13,3,2,4,1,5,9
2022-06-09,Sweden,Serbia,0,1,3,2,3,2,4,5,1804,1805,FALSE,99,3,2,4,1,7,6
2022-06-05,Sweden,Norway,1,2,2,3,3,2,3,5,1832,1603,FALSE,329,3,2,1,4,12,2
2022-03-24,Sweden,Czechia,1,0,3,2,3,2,6,5,1821,2037,FALSE,-116,5,0,2,3,14,3
2021-10-12,Sweden,Greece,2,0,5,0,4,1,9,6,1866,1502,FALSE,464,5,0,4,1,8,5
2021-10-09,Sweden,Kosovo,3,0,5,0,5,0,9,8,1861,1683,FALSE,278,4,1,3,2,4,5
2021-09-05,Sweden,Uzbekistan,2,1,4,1,3,2,7,5,1887,2001,FALSE,-14,3,2,3,2,10,5
2021-09-02,Sweden,Spain,2,1,4,1,3,2,8,5,1864,1819,FALSE,145,5,0,4,1,13,6
2021-06-23,Sweden,Poland,3,2,4,1,1,4,7,1,1879,1678,FALSE,201,5,0,5,0,6,8
2021-06-18,Sweden,Slovakia,1,0,4,1,1,4,9,1,1866,2016,FALSE,-150,4,1,4,1,7,5
2021-06-05,Sweden,Armenia,3,1,5,0,1,4,9,4,1846,1702,FALSE,244,5,0,2,3,8,3
2021-05-29,Sweden,Finland,2,0,5,0,2,3,9,5,1840,1361,FALSE,579,5,0,5,0,8,10
2021-03-31,Sweden,Estonia,1,0,4,1,3,2,8,7,1839,1484,FALSE,455,3,2,4,1,5,16
2021-03-25,Sweden,Georgia,1,0,3,2,5,0,5,12,1821,2093,FALSE,-172,3,2,4,1,4,6
2020-11-14,Sweden,Croatia,2,1,2,3,5,0,3,10,1809,1934,FALSE,-25,5,0,5,0,10,11
2020-09-08,Sweden,Portugal,0,2,4,1,1,4,5,1,1849,2063,FALSE,-114,4,1,4,1,11,5
2020-09-05,Sweden,France,0,1,5,0,1,4,6,1,1864,1561,FALSE,403,4,1,4,1,7,6
2020-01-12,Sweden,Kosovo,1,0,4,1,1,4,5,1,1861,1239,FALSE,622,5,0,2,3,15,2
2020-01-09,Sweden,Moldova,1,0,4,1,2,3,6,4,1851,1753,FALSE,98,3,2,1,4,4,1
2018-11-20,Sweden,Russia,2,0,3,2,3,2,4,6,1834,1692,FALSE,242,3,2,3,2,9,5
2018-10-16,Sweden,Slovakia,1,1,2,3,3,2,3,7,1819,1756,FALSE,163,4,1,4,1,6,6
2018-09-10,Sweden,Turkey,2,3,3,2,3,2,5,6,1849,1757,FALSE,192,5,0,5,0,8,8
2018-07-03,Sweden,Switzerland,1,0,3,2,1,4,5,2,1872,1843,FALSE,29,5,0,4,1,8,5
2018-06-27,Sweden,Mexico,3,0,2,3,2,3,2,3,1804,2044,FALSE,-240,3,2,2,3,4,3
2018-06-18,Sweden,Korea Republic,1,0,2,3,3,2,2,4,1795,1916,FALSE,-121,3,2,3,2,5,8
2018-06-09,Sweden,Peru,0,0,2,3,3,2,2,4,1794,1845,FALSE,49,5,0,1,4,12,1
2018-06-02,Sweden,Denmark,0,0,3,2,3,2,3,4,1796,1706,FALSE,190,3,2,2,3,7,2
2018-03-24,Sweden,Chile,1,2,3,2,2,3,10,3,1818,1515,FALSE,403,1,4,5,0,2,9
2022-11-24,Switzerland,Cameroon,,,3,2,4,1,5,5,1902,1567,TRUE,335,3,2,4,1,3,5
2022-09-27,Switzerland,Czechia,2,1,3,2,4,1,4,8,1920,2019,FALSE,1,2,3,5,0,4,11
2022-06-12,Switzerland,Portugal,1,0,3,2,5,0,3,10,1864,2043,FALSE,-79,5,0,2,3,12,2
2022-06-09,Switzerland,Spain,0,1,4,1,4,1,7,9,1881,2012,FALSE,-31,5,0,3,2,11,4
2022-03-29,Switzerland,Kosovo,1,1,5,0,2,3,12,3,1929,2037,FALSE,-8,3,2,4,1,7,8
2021-11-15,Switzerland,Bulgaria,4,0,3,2,1,4,7,1,1930,2047,FALSE,-17,5,0,4,1,9,6
2021-10-09,Switzerland,Northern Ireland,2,0,3,2,3,2,6,5,1909,1607,FALSE,402,3,2,2,3,8,2
2021-09-05,Switzerland,Italy,0,0,4,1,5,0,9,9,1917,1659,FALSE,358,5,0,5,0,7,5
2021-09-01,Switzerland,Greece,2,1,4,1,5,0,8,9,1915,2019,FALSE,-4,5,0,5,0,7,5
2021-06-20,Switzerland,Turkey,3,1,4,1,4,1,13,7,1868,2044,FALSE,-176,2,3,3,2,4,6
2021-06-12,Switzerland,Wales,1,1,5,0,3,2,16,4,1890,1100,FALSE,790,3,2,2,3,3,6
2021-06-03,Switzerland,Liechtenstein,7,0,5,0,4,1,10,5,1890,1762,FALSE,228,2,3,5,0,2,14
2021-05-30,Switzerland,United States,2,1,5,0,4,1,9,6,1886,1708,FALSE,278,5,0,3,2,25,4
2021-03-31,Switzerland,Finland,3,2,5,0,4,1,9,7,1883,1361,FALSE,622,5,0,4,1,8,7
2021-03-28,Switzerland,Lithuania,1,0,4,1,5,0,8,8,1882,1494,FALSE,488,2,3,4,1,4,8
2020-11-14,Switzerland,Spain,1,1,4,1,5,0,6,9,1868,2087,FALSE,-119,3,2,2,3,6,2
2020-10-07,Switzerland,Croatia,1,2,4,1,5,0,9,7,1880,1964,FALSE,16,5,0,5,0,9,13
2020-09-06,Switzerland,Germany,1,1,4,1,5,0,9,8,1881,1871,FALSE,110,4,1,4,1,7,8
2018-11-18,Switzerland,Belgium,5,2,3,2,4,1,9,5,1877,1532,FALSE,445,5,0,2,3,12,2
2018-11-14,Switzerland,Qatar,0,1,3,2,4,1,9,5,1896,1676,FALSE,320,4,1,3,2,10,7
2018-09-08,Switzerland,Iceland,6,0,4,1,4,1,7,5,1879,1905,FALSE,74,4,1,5,0,6,10
2018-06-22,Switzerland,Serbia,2,1,5,0,2,3,11,2,1908,2122,FALSE,-214,4,1,3,2,9,4
2018-06-08,Switzerland,Japan,2,0,4,1,1,4,9,1,1885,2042,FALSE,-57,4,1,5,0,5,10
2018-03-27,Switzerland,Panama,6,0,3,2,2,3,7,4,1873,1654,FALSE,319,4,1,4,1,9,5
2022-06-01,Syria,Tajikistan,1,0,3,2,4,1,5,7,1454,1563,FALSE,-109,4,1,3,2,7,6
2021-12-03,Syria,Tunisia,2,0,4,1,5,0,5,11,1406,1503,FALSE,-97,3,2,3,2,11,3
2021-09-07,Syria,United Arab Emirates,1,1,4,1,3,2,9,6,1442,1807,FALSE,-365,4,1,2,3,15,3
2021-06-07,Syria,Guam,3,0,3,2,3,2,6,7,1477,944,FALSE,533,,,,,,
2021-06-04,Syria,Maldives,4,0,3,2,3,2,3,7,1474,1766,FALSE,-292,2,3,3,2,5,6
2020-11-12,Syria,Uzbekistan,1,0,4,1,3,2,5,4,1598,1188,FALSE,410,3,2,5,0,5,9
2018-12-30,Syria,Yemen,1,0,4,1,4,1,5,6,1596,1411,FALSE,185,1,4,5,0,2,8
2018-03-23,Tahiti,New Caledonia,4,3,,,,,,,1215,1212,FALSE,103,3,2,4,1,6,9
2018-03-20,Tahiti,New Caledonia,0,0,,,,,,,1218,1129,FALSE,189,4,1,5,0,7,11
2018-11-16,Taiwan,North Korea,0,2,3,2,4,1,5,8,981,712,FALSE,369,3,2,3,2,7,4
