date,team,opponent,GF,GA,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,dr_pre,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent
2020-10-09,Cameroon,Japan,0,0,2,3,3,2,2,4,1599,2136,FALSE,-537,5,0,2,3,15,4
2018-10-12,Cameroon,Malawi,1,0,4,1,4,1,8,5,1625,1043,FALSE,682,1,4,4,1,1,6
2022-12-01,Canada,Morocco,,,,,,,,,,,TRUE,,,,,,,
2022-11-17,Canada,Japan,2,1,4,1,3,2,9,6,1765,1500,FALSE,265,3,2,0,5,11,0
2022-09-23,Canada,Qatar,2,0,3,2,3,2,9,4,1769,1463,FALSE,306,3,2,3,2,4,4
2022-06-09,Canada,Curaçao,4,0,3,2,2,3,8,2,1798,1629,FALSE,269,3,2,4,1,4,8
2022-03-27,Canada,Jamaica,4,0,4,1,2,3,8,2,1818,1692,FALSE,226,3,2,5,0,4,10
2022-01-30,Canada,United States,2,0,4,1,2,3,9,2,1800,1478,FALSE,422,5,0,2,3,7,2
2021-11-16,Canada,Mexico,2,1,4,1,2,3,9,2,1765,1608,FALSE,257,4,1,3,2,8,6
2021-11-12,Canada,Costa Rica,1,0,4,1,3,2,9,3,1757,1597,FALSE,260,3,2,4,1,4,5
2021-10-13,Canada,Panama,4,1,4,1,3,2,6,3,1742,1535,FALSE,307,3,2,2,3,5,2
2021-09-08,Canada,El Salvador,3,0,4,1,4,1,5,5,1724,1840,FALSE,-16,1,4,2,3,2,4
2021-09-02,Canada,Honduras,1,1,4,1,4,1,11,5,1724,1916,FALSE,-92,2,3,3,2,7,7
2021-07-25,Canada,Costa Rica,2,0,4,1,3,2,12,3,1705,1823,FALSE,-118,4,1,4,1,8,8
2021-07-15,Canada,Haiti,4,1,5,0,1,4,19,1,1692,1411,FALSE,281,2,3,5,0,10,7
2021-07-11,Canada,Martinique,4,1,5,0,0,5,26,0,1675,1518,FALSE,157,5,0,2,3,13,4
